year,month,day,sample,zone,location,vessel,sampler,crab.number,sex,shell.condition,carapace.width,abdomen.width,egg.colour,eggs.remaining,fecundity,egg.development,gonad.colour,egg.comment,missing.legs,maturity,barnacles,egg.colour.L,egg.colour.a,egg.colour.b,gonad.colour.L,gonad.colour.a,gonad.colour.b,hepato.colour.L,hepato.colour.a,hepato.colour.b,comment,weight,gonad.weight,hepato.weight
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",47,2,3,61.06,41.98,OF,100,54196.1388,9,O,*,**********,M,*,41.67,24.21,30.47,53.89,33.18,47.2,50.7,2.34,21.1,*,3.51,5.2465,7.2813
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",48,2,4,58.7,41.69,OF,100,50174.52632,6,O,*,**********,M,*,42.82,21.86,30.39,54.96,31.42,47.13,55.52,2.99,25.56,*,3.22,4.8305,6.0655
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",49,2,3,56.2,38.91,OF,100,44549.75988,8,O,*,**********,M,*,40.14,24.66,28.67,55.02,33.5,48.94,51.83,2.66,22.18,*,2.9,4.6356,5.4748
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",50,2,4,55.8,40.31,OF,100,46156.08065,8,O,Point rouge sur gonade,**********,M,*,39.67,26.56,27.2,52.43,37.01,47.25,48.01,4.02,26.35,*,2.7,4.9476,4.266
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",51,2,3,54.45,38.39,OF,100,39565.55172,nf,Beige,*,**********,M,*,47.02,30.23,38.7,56.58,10.37,19.7,50.45,4.74,27.19,*,2.06,0.7558,3.7985
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",52,2,4,55.24,40.63,OC,100,40546.75,nf,Beige,*,**********,M,*,53.45,28.19,44.86,63.6,6.21,20.08,41.84,3.37,15.94,*,2.81,0.7584,3.2941
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",53,2,4,62.55,42.84,OF,100,53192.23529,9,O,*,**********,M,*,38.15,19.68,22.42,55.57,34.24,49.42,50.51,2.52,16.89,*,3.71,6.4663,6.9512
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",54,2,3,56.33,39.4,OF,100,42309.48986,4,O,*,**********,M,*,43.76,26.74,33.76,54.64,35.58,48.49,50.36,2.82,19.25,*,2.57,3.3361,5.339
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",55,2,4,63.46,47.22,OC,50,39944.21053,nf,Beige,*,**********,M,*,47.6,21.34,36.22,62.92,4.91,20.5,39.68,4.5,12.24,*,3.73,1.5903,5.93
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",56,2,4,68.67,49,OF,100,53507.07788,7,O,*,**********,M,*,38.25,22.83,25.34,54.2,34.13,47.87,55.43,5.07,28.94,*,4.57,5.7523,9.1758
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",57,2,4,57.34,42.48,OF,100,50832.95455,8,O,*,**********,M,*,39.53,20.39,24.5,53.25,31.67,46.02,45.54,3.56,18.54,*,3.26,4.6158,4.8767
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",58,2,4,52.65,35.95,OF,100,34972.31208,6,O,*,**********,M,*,42.35,27.08,31.16,52.31,36.89,46.27,49.18,4.61,21.75,*,2.33,3.3884,4.341
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",59,2,3,61.94,41.56,OC,100,69267.77987,nf,Beige,Point rouge sur gonade,**********,M,*,49.66,27.42,42.47,51.47,8.04,16.01,47.11,4.63,25.05,Hepato de 59 et 60 melange,3.37,1.6484,5.6825
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",60,2,4,61.59,43.69,OF,100,53135.51163,8,O,*,**********,M,*,41.77,25.03,30.52,54.04,33.16,47.37,46.38,3.19,18.75,Hepato de 59 et 60 melange,3.49,4.8368,6.0838
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",61,2,4,66.48,44.64,OF,100,63580.31366,8,O,*,1*****1***,M,*,40.97,21.51,27.5,54.85,30.17,45.16,49.53,4.38,22.38,*,4.13,5.3226,7.9672
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",62,2,4,58.5,42.19,OF,75,46623.15033,7,O,*,**********,M,*,40.67,26.02,28.15,50.83,34.52,43.99,46.72,5.89,21.69,*,3.35,3.94,5.7584
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",63,2,3,78.48,54.28,OC,75,103692.4204,nf,Beige,Point rouge sur gonade,**********,M,*,48.69,29.12,40.79,59.86,6.55,16.66,53.1,4.39,28.73,*,6.16,2.4843,11.2644
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",64,2,3,65.79,45.24,OC,100,64755.08682,nf,Beige,*,****7*1***,M,*,49.18,23.66,38.94,62.5,5.3,15.58,55.55,3.98,28.25,*,3.6,1.5708,6.9738
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",65,2,3,60.17,40.76,OC,75,46876.5661,nf,Beige,*,1*********,M,*,48.11,28.52,40.5,56.99,10.64,18.32,47.55,4.71,24.33,*,3.04,1.2679,5.2524
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",66,2,4,63.76,48.95,OF,75,57962.11803,8,O,*,**********,M,*,40.95,23.19,28.72,52.74,34.98,47.05,46.51,3.1,14.91,*,4.19,5.2183,4.4933
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",67,2,4,65.99,44.71,OC,75,52823.65449,3,Beige,*,**********,M,*,47.38,29.75,39.28,53.28,15.78,24.17,44.95,3.79,19.59,*,3.68,1.7291,5.6138
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",68,2,3,57.16,40.24,OF,75,40905.82857,8,O,*,*********2,M,*,40.32,27.85,28.37,50.35,36.81,44.52,51.8,5.39,27.92,*,2.89,4.1984,4.9718
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",69,2,4,56.63,40.56,OF,75,39365.33766,8,O,*,*********1,M,*,40.01,24.87,26.86,51.81,35.21,44.51,46.8,7.87,27.11,*,2.8,3.564,4.6338
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",70,2,4,57.24,40.87,OF,75,45980,nf,Beige,*,***1*2**1*,M,*,49.04,29.83,40.86,61.19,11.63,27.52,41.98,6.44,22.06,*,2.69,1.053,5.1551
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",71,2,4,67.84,47.41,OF,100,56174.21672,8,O,*,**********,M,*,41.23,20.88,27.87,53.42,34.06,47.26,44.2,3.46,14.79,*,4.12,5.687,8.5605
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",72,2,3,58.33,42.86,OF,75,43762.74,7,O,*,*1*****2**,M,*,40.7,26.37,28.79,53.16,34.35,47.25,49.75,3.53,24.3,*,2.8,4.0324,5.0606
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",73,2,4,65.35,45.46,OF,75,57513.75497,7,O,Point rouge sur gonade,**********,M,*,40.67,25.63,27.69,49.95,39.33,44.49,43.93,8.58,21.87,*,3.77,5.8098,6.6629
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",74,2,3,59.26,43.82,OC,100,56301.66038,nf,OC,*,*1********,M,*,50.28,25.8,40.94,57.74,13.61,23.36,47.06,4.29,19.22,*,3.34,1.3131,4.7636
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",75,2,4,72.25,49.03,OF,75,58590.623,6,O,*,*********1,M,*,39.57,21.87,26.21,53.11,33.82,46.65,48.44,5.53,23.25,*,4.89,6.8623,9.68
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",76,2,4,63.65,41.55,OF,25,11681.57895,7,O,*,**********,M,*,35.78,18.07,19.38,54.56,30.34,44.73,49.03,4.51,19.66,*,3.34,3.7907,7.2447
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",77,2,4,62.54,42.72,OC,75,50170.48495,nf,Beige,Point rouge sur gonade,**********,M,*,50.38,25.09,40.94,62.92,7.81,22.83,50.9,3.2,20.48,*,3.48,1.5339,7.3105
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",78,2,4,67.65,47.2,OF,100,85195.4658,nf,Beige,*,**********,M,*,47.82,26.29,38.59,64.29,6.56,22.26,50.31,3.32,21.25,*,4.42,2.0672,6.3215
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",79,2,4,61.41,45.05,OF,75,41942.52492,7,O,*,1***1*****,M,*,38.5,22.97,25.54,49.65,34.31,41.73,44.8,4.51,16.9,*,3.5,4.6418,7.0947
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",80,2,4,58.28,41.2,OF,75,36086.52145,8,O,*,1***1*1***,M,*,39.58,*,26.51,54.83,33.84,46.24,48.64,7.51,25.3,*,2.88,2.8081,5.4927
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",81,2,4,57.83,41.82,OF,75,33782.49201,6,O,*,**********,M,*,41.41,24.86,27.68,51.33,26.1,44.9,45.67,4.51,20.07,*,2.99,4.73,5.1854
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",82,2,4,53.29,37.76,OC,75,32826.31579,nf,Beige,*,****1**1**,M,*,52.21,27.12,43.47,63.55,4.25,15.71,36.77,5.09,13.22,*,2.04,0.7402,2.6179
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",83,2,4,66.76,46.04,OF,100,58194,6,O,*,**********,M,*,46.44,23.83,35.61,56.88,30.99,48.86,53.13,3.75,24.03,*,4.58,6.4881,9.5949
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",84,2,4,61.26,41.73,OC,75,39473.85948,nf,Beige,*,**********,M,*,50.36,25.97,41.6,60.46,5.05,18.81,42.76,6.35,20.96,*,3.2,1.5648,4.0629
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",85,2,4,58.54,41.69,OC,100,48355.2,nf,Beige,*,**********,M,*,50.88,26.33,42.24,61.56,3.44,16.26,43.77,1.73,14.97,*,3.07,1.2285,3.7714
2019,6,11,live,12,Baie des Chaleurs,CCGS M.Perley,"Allain, Moriyasu, JFLandry, KLandry, Larocque",86,2,4,61.67,44.71,OF,100,47225.31507,9,O,*,**********,M,*,40.01,21.09,26.35,56.49,33.09,50.63,45.94,3.65,17.45,*,3.61,6.0524,5.6657
2019,,,live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",87,2,4,75.75,55.64,OC,100,63233.94393,nf,Beige,*,**********,M,*,50.97,27.57,40.06,66.34,3.89,19.45,48.65,4.32,19.32,*,153.8,2.3619,6.6658
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",88,2,4,73.55,50.87,OF,100,80819.69836,9,O,*,**********,M,*,40.17,23.02,24.12,48.53,27.73,40.17,57.43,33.54,50.7,*,138.3,5.6895,9.9608
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",89,2,4,69.74,50.6,OC,100,58162.87179,nf,OC,*,**********,M,*,48.76,28.25,40.97,59.46,18.58,30.04,42.53,4.49,18.81,*,122.6,1.7908,5.2757
