year,month,day,sample,zone,location,vessel,sampler,crab.number,sex,shell.condition,carapace.width,abdomen.width,egg.colour,eggs.remaining,fecundity,egg.development,gonad.colour,egg.comment,missing.legs,maturity,barnacles,egg.colour.L,egg.colour.a,egg.colour.b,gonad.colour.L,gonad.colour.a,gonad.colour.b,hepato.colour.L,hepato.colour.a,hepato.colour.b,comment,weight,gonad.weight,hepato.weight
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",90,2,4,71.45,50.42,OF,100,52661.04425,9,OC,*,**********,M,*,38.58,21.52,24.08,62.96,16.64,36.78,37.36,5.64,13.79,*,131.7,2.9275,7.0284
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",91,2,4,54.84,36.54,OF,100,27231.82792,nf,Beige,*,*1****12**,M,*,51.36,24.13,40.21,65.45,1,16.41,38.11,6.55,11.98,*,56,0.8227,2.3227
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",92,2,4,71.65,49.35,OF,100,63685.63323,8,O,*,**********,M,*,40.03,25.14,26.28,54.05,28.49,43.51,41.2,6.83,16.44,*,137.9,4.6014,7.5512
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",93,2,4,62.69,44,OF,100,33849.7707,9,OC,*,*****71***,M,*,38.83,19.7,22.77,58.36,13.55,31.8,34.44,6.15,9.44,*,83.8,1.6904,3.5328
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",94,2,4,65.7,47.33,OC,100,38910.92683,nf,Beige,*,*********2,M,*,52.33,22.43,41.1,51.85,28.58,43.28,38.83,8.04,16.83,*,103.2,1.6082,3.4884
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",95,2,4,70.58,50.88,COCOON,40,386,13,O,*,**********,M,*,33.17,6.72,5.26,51.85,28.58,43.28,38.83,8.04,16.83,*,116.3,10.6263,3.6154
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",96,2,4,69.64,46.96,OF,100,34046.41667,8,OC,Eggs released / Ocytes in gonade,**********,M,*,39.24,21.35,22.04,61.2,15.5,30.76,44.64,7.54,21.25,*,116.1,1.1941,4.9042
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",97,2,4,53.1,37.13,OF,100,27072.71154,8,O,*,****7*****,M,*,41.93,25.3,26.48,55.58,33.99,48.59,51.99,6.1,24.07,*,58.8,2.9887,4.0532
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",98,2,4,52.52,38.24,OC,100,34488.74598,nf,Beige,*,*********2,M,*,49.07,33.7,39.79,66.12,3.99,21.1,50.99,5.05,23.71,*,60.5,0.9821,2.1763
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",99,2,4,50.9,34.12,OF,100,23034.95468,7,OC,Point noire sur gonade,*******1**,M,*,39.76,25.84,26.55,59.46,18.35,30.7,41.6,8.18,19.53,*,48.7,1.0304,2.3748
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",100,2,4,51.16,35.32,OC,100,34224.22741,nf,Beige,*,****1*****,M,*,51.98,28.16,43.07,62.92,3.41,17.14,50.65,5.4,28.3,*,58.5,0.8587,2.749
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",101,2,4,60.51,42.23,OF,100,34123.44214,9,O,*,**********,M,*,40.34,25.06,24.79,57.49,23.62,42.5,37.22,7.57,17.05,*,79.8,1.6746,4.0018
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",102,2,4,50.55,37.81,OF,100,26727.04396,nf,Beige,*,*********1,M,*,49.62,31.43,39.06,62.29,7.92,19.84,46.59,6.18,24.95,*,55.8,0.8054,2.1084
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",103,2,4,63.78,47.55,OC,100,48043.54079,nf,Beige,*,****1*****,M,*,51.67,24.4,40.18,60.09,1.68,19.88,45.94,5.19,22.86,*,100.3,1.506,5.2566
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",104,2,4,54.71,38.2,OF,100,35650.75399,8,O,*,*1**1*****,M,*,39.73,25.02,24.79,55.5,33.7,49.29,39.54,4.78,16.89,*,70.4,3.4127,3.948
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",105,2,4,56.41,41.61,OF,100,39061.14511,nf,Beige,*,*********1,M,*,47.89,27.62,36.92,61.95,6.41,16.29,44.98,5.59,20.96,Missing hystology,77,1.0889,2.6949
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",106,2,4,66.11,46.39,OF,100,49314.70358,9,O,*,**********,M,*,38.59,24.46,24.68,56.49,26.51,45.17,49.09,6.55,26.25,*,113.6,3.3056,7.0048
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",107,2,4,68.66,45.51,OF,100,52973.33645,9,O,*,********1*,M,*,38.62,25.05,23.32,55.95,34.34,50.37,47.23,5.5,21.22,*,121.1,5.0528,6.9551
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",108,2,4,57.97,39.72,OF,100,37336.7622,nf,Beige,Point orange sur gonade,**********,M,*,49.44,33.75,42.62,64.6,7.68,20.29,45.04,6.4,24.12,*,81.1,1.2485,2.9387
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",109,2,4,57.58,38.3,OF,100,39761.56156,nf,Beige,Point orange sur gonade,**********,M,*,50.57,28.99,42.23,61.37,4.82,17.29,49.51,5.87,23.23,*,77.1,0.9987,3.6422
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",110,2,4,60.43,43.82,OF,100,44235.77358,9,O,*,**********,M,*,40.9,26.65,25.47,56.18,35.25,50.29,54.11,6.32,30.3,*,87.2,3.848,4.3933
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",111,2,4,65,44.9,OC,100,56454.3241,nf,Beige,Point orange sur gonade,**********,M,*,51.98,27.53,42.19,62.02,4.35,15.34,55.39,3.91,28.96,*,112.2,1.5729,5.4084
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",112,2,4,63.02,44.26,COCOON,100,256,13,O,*,*1********,M,*,36.2,6.83,6.39,53.99,30.31,46.11,26.28,7.98,2.97,*,90.2,5.9191,3.0848
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",113,2,4,61.19,42.45,OF,100,47451.69085,8,O,*,**********,M,*,38.37,25.68,21.79,53.92,34.03,47.76,47.93,4.22,22.3,*,91.1,4.2399,5.7405
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",114,2,4,58.24,41.65,OF,100,37224.82243,8,O,*,****1*****,M,*,40.77,22.27,23.44,56.28,30.43,45.77,48.26,5.67,18.57,*,84.4,3.2445,4.1818
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",115,2,4,62.68,43,OF,100,50997.83333,9,O,*,**********,M,*,40.35,24.27,24.54,55.95,33.08,49.89,45.82,6.09,21.69,*,94.2,4.2878,5.0504
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",116,2,4,59.8,41.09,OF,100,38672.97078,8,O,Point noire sur gonade,**********,M,*,38.15,23.68,19.94,57.87,28.56,45.09,48.41,6.62,19.67,Masses noir sur hepato,86.4,3.0825,4.8799
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",117,2,4,60.23,42.84,OF,100,32292.8415,8,OC,*,**********,M,*,39.61,20.57,23.87,61.49,23.07,44.28,47.06,4,19.07,*,81.1,2.1033,4.2688
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",118,2,4,61.45,41.6,OF,100,39330.69231,nf,Beige,Point orange sur gonade,*1**1***1*,M,*,50.47,28.48,41,60.17,13.01,19.98,48.33,9.54,32.57,*,81.7,1.0042,3.4733
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",119,2,4,60.07,39.45,OF,100,28030.7625,nf,Beige,Point orange sur gonade,**********,M,*,52.11,25.4,40.22,60.98,2.94,16.03,37.15,7.16,15.8,*,86.8,1.353,2.6965
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",120,2,4,59.01,41.72,OC,100,36854.59509,nf,Beige,Point orange sur gonade,***111****,M,*,54.98,26.01,41.66,61.5,4.76,16.59,31.18,6.21,6.92,*,79.7,1.2237,3.0699
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",121,2,4,67.69,46.68,OF,100,67667.18809,7,O,*,**********,M,*,41.44,24.2,26.53,55.49,28.17,46.61,48.35,4.19,22.7,*,130.4,5.3331,7.1595
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",122,2,4,55.86,39.32,OF,100,34903.92063,nf,Beige,Point orange sur gonade,******1***,M,*,49.13,28.78,37.05,54.39,18.96,28.06,40.48,7.12,18.58,*,72.8,1.0827,2.4779
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",123,2,4,52.44,35.51,OF,100,24721.71429,nf,Beige,Point orange sur gonade,*****2****,M,*,47.13,28.28,37.39,61.75,6.26,19.1,42.37,9.42,20.25,*,52.7,0.6192,2.009
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",124,2,4,55.31,39.94,OF,100,36558.88816,nf,Beige,Point orange sur gonade,**********,M,*,49.17,28.06,37.45,64.85,6.67,18.43,44.32,4.65,19.97,*,73.3,1.0409,2.5915
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",125,2,3,55.57,41.77,OF,100,32201.71207,nf,Beige,Point orange sur gonade,**********,M,*,47.28,28.8,37.6,64.54,7.27,23.3,41.43,6.63,17.22,*,64.4,1.015,2.998
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",126,2,4,62.07,43.43,OF,100,49521.23077,nf,Beige,Point orange sur gonade,**********,M,*,53.55,27.74,42.28,59.7,3.37,17.62,39.9,7.45,20.67,*,88.8,1.6401,4.2664
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",127,2,4,68.3,49.68,OF,100,64686.03859,11,O,*,**********,M,*,39.15,26.34,24.8,55.74,31.17,48.76,48.75,4.9,27.06,*,131.3,5.7377,8.5972
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",128,2,4,59.14,41.63,OC,100,41272.80952,nf,Beige,Point orange sur gonade,**********,M,*,51.57,27.49,41.32,60.58,5.79,17.4,54.13,3.79,26.84,*,87,1.2749,3.1802
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",129,2,4,53.05,38.1,OF,100,30297.45768,nf,Beige,Point orange sur gonade,**********,M,*,49.01,30.74,39.59,60.7,6.94,17.92,48.21,5.22,25.12,*,57.8,1.1975,2.8784
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",130,2,4,55.36,39.42,OF,100,39584.8932,nf,Beige,Point orange sur gonade,*1********,M,*,51.76,27.02,41.45,59.58,14.42,25.55,42.08,5.99,22.09,*,70.9,0.9296,1.9615
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",131,2,4,58.19,40.92,OF,100,49775.16616,nf,Beige,Point orange sur gonade,**********,M,*,51.23,28.62,40.69,62.92,3.09,17.71,53.7,6.5,28.01,*,81.3,1.183,3.0633
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",132,2,4,75.08,53.48,OF,100,48812.11392,9,OC,Masse noire sur gonade,**D*******,M,*,41.13,19.33,27.59,59.67,20.79,43.06,31.67,8.1,9.19,*,146.3,4.537,6.085
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",133,2,4,53.07,36.92,OF,100,31255.3253,nf,Beige,Point orange sur gonade,*1*7*****1,M,*,50.83,27.99,40.97,65.18,6.15,19.75,50.64,6.94,30.91,*,58.3,1.0322,2.1407
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",134,2,4,46.77,30.54,OF,100,13451.28,nf,Beige,Point orange sur gonade,****1****1,M,*,45.16,28.64,35.96,62.98,6.81,23.44,33.56,8.25,13.07,*,36.4,0.6063,1.3066
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",135,2,4,60.81,41.21,OF,100,38365.28182,nf,Beige,Point orange sur gonade,**2*******,M,*,49.67,28.13,41.51,65.66,2.41,14.26,40.96,6.91,19.17,*,86.8,1.3094,2.65
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",136,2,4,61.22,42.96,OF,100,36734.8239,nf,Beige,Point orange sur gonade,********1*,M,*,50.9,23.75,40.19,63.37,2.63,23.37,37.29,5.85,17.02,*,79.4,1.014,3.7873
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",137,2,4,65.72,46.2,OF,100,53110.32659,nf,Beige,Point orange sur gonade,**********,M,*,49.06,27.84,40.31,61.77,2.64,19.3,51.79,4.47,26.67,*,115,1.7397,4.844
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",138,2,4,58.62,39.4,OF,100,46305.04601,9,O,*,**********,M,*,38.48,26.67,23.96,53.92,36.78,48.32,50.95,4.48,23.87,*,86.5,4.051,4.9088
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",139,2,4,61.5,44.7,OF,100,39487.13505,nf,Beige,Point orange sur gonade,*********2,M,*,51.3,27.43,38.55,62.53,10.1,23.99,39.88,6.2,16.94,*,90.4,1.7509,2.4737
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",140,2,4,58.19,40.49,OF,100,36282.23684,nf,Beige,Point orange sur gonade,****1*****,M,*,51.95,30.05,43.33,63.43,3.97,17.7,42.86,6.46,24.43,*,75.8,0.89,2.7473
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",141,2,4,57.59,40.45,OF,100,38885.41593,nf,Beige,Point orange sur gonade,********11,M,*,51.19,26.85,39.78,63.97,1.82,15.04,44.73,4.92,20.01,*,76.8,0.9844,3.4373
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",142,2,4,71.28,46.8,OF,100,52179.9891,9,OC,Point noire sur gonade,*********,M,*,40.92,20.24,24.56,61.25,21.35,43.5,40.16,6.09,15.48,*,141,4.7068,9.9659
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",143,2,4,52.44,36.89,OF,100,30716.27813,nf,Beige,Point orange sur gonade,***1*11***,M,*,46.74,29.23,37.49,61.14,7.68,17.66,37.05,5.81,14.54,*,53.2,0.874,1.6806
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",144,2,4,69.64,49.53,OF,75,35816.89103,9,OC,*,*********,M,*,39.72,21.08,24.49,59.91,12.97,30.66,32.81,6.58,8.06,*,120.2,1.2858,4.6659
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",145,2,4,62.82,44.04,OF,100,34298.28479,nf,Beige,Point orange sur gonade,********1*,M,*,52.08,25.89,40.29,59.02,3.83,24.31,27.48,7.6,4.75,*,88.4,1.3195,3.6273
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",146,2,4,52.9,38.14,OF,100,33655.7958,nf,Beige,Point orange sur gonade,****1*****,M,*,50.33,27.67,38.71,57.83,6.06,16.45,56.2,5.21,26.15,*,68.1,0.9065,2.9909
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",147,2,4,53.12,39.82,OF,100,33535.6,8,O,*,*******1**,M,*,39.41,26.33,24.09,57.18,28.36,46.31,45.75,7.16,25.57,*,57.1,1.97,3.3678
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",148,2,4,57.33,39.65,OF,100,32221.82407,8,OC,*,***12****1,M,*,38.79,21.51,23.28,55.15,20.3,38.03,34.32,5.71,10.5,*,63.2,1.3762,3.1685
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",149,2,4,61.31,45.94,OF,100,48273.48603,nf,Beige,Point orange sur gonade,*********,M,*,49.56,28.32,39.91,57.53,9.56,28.78,44.29,3.93,22.06,*,101.6,1.6327,4.4892
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",150,2,4,59.65,43.43,OF,100,35676.65672,nf,Beige,Point orange sur gonade,*1********,M,*,51.42,26.25,40.15,60.86,4.91,23.73,38.95,7.65,19.33,*,77.2,1.2669,3.2704
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",151,2,4,50.78,36.54,OF,100,24244.85106,nf,Beige,Point orange et rouge sur gonade,*********,M,*,51.61,28.8,43.11,57.81,7.84,16.82,42.57,6.14,24.62,*,52.3,0.8205,2.1842
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",152,2,4,63.18,43.12,OC,100,34774.45714,nf,Beige,Point orange et rouge sur gonade,******1***,M,*,54.46,20.22,38.82,59.33,9.22,22.99,37.45,5.32,14.76,*,91,1.9122,2.9477
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",153,2,4,50.85,35.22,OF,100,29959.27036,nf,Beige,Point orange sur gonade,*********,M,*,50.05,27.74,38.26,63.28,9.12,21.92,53.39,5.61,23.87,*,61.7,0.8601,1.8633
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",154,2,4,56.14,39.52,OF,100,28202.78125,9,O,Point orange sur gonade,*********,M,*,40.03,19.25,22.96,59.58,24.91,47.08,41.36,7.35,18.99,*,66.4,2.1537,3.5191
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",155,2,4,65.01,44.34,OF,75,22515.50464,nf,Beige,*,*********,M,*,51.24,21.73,37.96,64.51,2.38,20.94,31.29,6.54,7.42,*,90.3,1.4435,3.009
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",156,2,4,55.35,37.74,OF,100,16656.29022,8,OC,*,********1*,M,*,38.36,22.4,21.91,56.65,20.95,36.28,40.77,7.18,14.97,*,61.4,1.4618,3.0206
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",157,2,4,68.34,45.91,OF,100,41163.0354,nf,Beige,Point orange sur gonade,***1******,M,*,51.83,24.9,39.17,64.82,6.98,23.03,29.46,8.35,6.52,*,108.6,1.5793,3.4287
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",158,2,4,59.41,41.15,OF,100,47959.09366,9,O,*,****1***1*,M,*,41.35,22.95,26.48,56.45,28.94,47.79,48.05,4.47,21.95,*,85.9,3.4728,5.3465
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",159,2,4,59.02,42.43,OF,75,31923.57647,nf,Beige,Point orange sur gonade,**1***1***,M,*,49.7,29.79,41.34,65.28,5.61,19.56,35.34,8.32,17.11,* Crab weight may be wrong,42.43*,1.0762,1.8751
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",160,2,4,61.33,44.65,OF,100,30833.64516,nf,Beige,Point orange sur gonade,*********,M,*,49.21,28.15,37.72,66,3.57,20.21,34.62,8.93,13.68,*,83.6,1.1712,2.7878
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",161,2,4,63.28,44.43,OF,100,39601.91176,8,OC,*,****1*****,M,*,40.63,22.8,26.13,59.83,24.56,46.68,46.26,5.83,21.66,*,99.2,2.9927,5.2815
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",162,2,4,64.92,46.56,OF,100,47948.18944,nf,Beige,Point orange sur gonade,*****1****,M,*,53.4,26.13,41.61,61.94,8.96,22.58,41.61,8.34,24.35,*,107.7,1.5606,3.5717
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",163,2,4,54.26,37.85,OF,100,34150.56442,8,O,*,*********,M,*,39.74,24.24,24.34,54.01,31.78,46.04,53.42,5.32,30.27,*,69.3,3.363,4.4216
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",164,2,4,60.34,40.4,OF,100,36259.7764,nf,Beige,Point orange sur gonade,******1***,M,*,49.32,27.69,39.3,61.23,10.3,26.19,40.49,7.5,21.93,* Sample heart,82.1,1.346,2.64
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",165,2,4,62.69,41.38,OF,100,47320.63393,nf,Beige,Point orange sur gonade,*******1**,M,*,50.27,29.52,40.26,65.7,1.7,18,30.4,5.19,6.64,*,91.5,1.6988,3.558
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",166,2,4,56.79,41.59,OF,100,37479.56075,nf,Beige,Point orange sur gonade,***1*1****,M,*,48.34,29.94,37.85,53.22,13.42,20.85,47.88,8.8,29.03,*,72.3,1.3075,2.7366
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",167,2,4,45.08,32.94,OF,100,20127.09538,nf,Beige,Point orange sur gonade,*********,M,*,49.22,25.39,38.56,63.91,9.54,24.58,50.27,5.07,24.76,*,44.5,0.5987,1.7506
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",168,2,4,53.87,36.77,OF,100,28363.84906,nf,Beige,Point orange sur gonade,*********2,M,*,48.21,28.77,37.4,62.73,4.39,23.37,33.48,7.5,15.26,*,60.6,1.0284,1.6064
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",169,2,4,53.7,37.24,OC,100,36652.06024,nf,Beige,Point orange sur gonade,*********,M,*,54.63,26.22,43.24,63.66,6.51,19.75,47.8,2.68,25.62,*,69.3,0.9912,2.8222
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",170,2,4,49.83,34.33,OF,100,16608.2243,8,OC,*,1***1*****,M,*,38.03,25.1,23.08,60.18,22.04,42.93,29.06,7.26,6.74,*,43.3,0.9377,2.1808
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",171,2,4,57.14,39.85,OF,100,37644.63687,nf,Beige,Point orange sur gonade,*1********,M,*,53.76,27.87,43.06,61.84,9.4,22.46,54.13,5.33,27.12,*,68.9,0.9535,2.7422
2019,6,13,live,12,Banc Bradelle,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry",172,2,4,71.08,47.73,OF,100,56781.03343,nf,Beige,Point orange et rouge sur gonade,**********,M,*,49.82,26.45,39.74,58.25,4.93,19.72,48.28,5.22,23.92,*,134.2,2.2864,5.7896
2019,,,live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",173,2,4,73.15,*,OF,100,78500.03963,12,O,Point rouge sur gonade,**1*****1*,M,1,40.15,22.36,13.22,57.16,28.32,39.67,38.48,7.58,7.79,*,139.5,7.1515,5.7287
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",174,2,4,59.88,*,OC,100,46425.98734,6,OC,*,**********,M,*,46.8,23.16,22.82,61.26,23.95,41.93,39.46,8.8,8.45,*,87.5,1.6416,4.3071
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",175,2,4,63.11,*,OF,60,23162.65015,9,O,*,******1***,M,1,39.12,23.12,12.41,56.31,29.35,36.67,37.53,8.84,6.47,*,96.1,2.8381,4.9545
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",176,2,4,67.31,*,OF,100,57673.87975,9,O,Point rouge sur gonade,**1*******,M,1,40.88,21.75,13.72,57.71,30.15,39.82,35.84,9.3,6.53,*,118.8,5.1195,6.6303
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",177,2,4,57.76,*,OF,100,37766.37874,9,O,*,1*********,M,1,41.29,23.93,16.57,57.72,31.42,40.97,42.92,8.55,14.49,*,78.4,3.7173,3.7548
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",178,2,4,53.88,*,OF,100,34097.25664,6,O,*,**********,M,1,46.47,25.18,23.55,58.29,30.66,38.92,45.14,7.05,13.14,*,62.9,3.919,3.9796
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",179,2,4,71.02,*,OF,75,39145.70323,5,Beige,*,**********,M,1,44.95,23.14,21.96,65.4,5.81,24.7,31.02,8.78,-2.82,*,129.9,1.402,4.08
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",180,2,4,65.4,*,OF,75,36414.9396,5,OC,*,***1******,M,*,44.62,23.3,20.99,62.12,16.7,30.41,35.04,9.85,2.94,*,103.2,1.925,3.7402
2019,8,18,live,19,Cheticamp,CCGS M.Perley,"R.Allain, M.Moriyasu, K.Landry, R.Cormier",181,2,4,65.4,*,OC,100,52885.86319,6,OC,*,****1***1*,M,1,47.68,22.56,24.87,62.2,12.22,25.14,36.01,8.18,2.98,*,108.8,1.9234,5.0293
