Date,Zone,Vessel,Sampler,Latitude,Longitude,Depth,trap.number,start.time,end.time,crab.number,Sex,shell.condition,carapace.width,chela.height,egg.colour,eggs.remaining,gonad.colour,missing.legs,Maturity,Barnacles,Spiroidea,cigarette.burn,L1,a1,b1,L2,a2,b2,L3,a3,b3,L4,a4,b4,L5,a5,b5,Commentaire,weight
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,24,1,3M,111.7,26.6,*,*,*,**********,*,1,*,*,41.18272457,7.613849592,7.618219393,59.28405058,0.122975078,8.002598029,52.99324434,1.995731151,4.598746612,49.3075673,-0.856715174,2.593380787,59.68128465,-1.351551318,9.626711888,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,25,1,4,116.3,29.9,*,*,*,*********1,*,*,*,*,43.31997201,7.856821422,11.46694058,55.11454415,3.105395592,16.16358248,49.41231097,1.31577154,9.067085451,43.57320868,2.120819016,11.55208654,52.57757255,2.305927569,19.97925405,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,26,1,3M,111.7,27,*,*,*,**********,*,*,1,*,42.59248696,8.734510658,12.75576373,58.36872849,-0.839362154,8.355403811,58.15834773,0.075763848,4.760538043,49.82556679,-0.985345312,1.647978302,61.75934445,-1.962341121,8.673900201,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,27,1,3M,125.8,29.6,*,*,*,**********,*,1,*,*,43.80686014,5.654139874,10.47022087,62.33673996,-2.454174338,10.10122529,59.83268389,-1.405410968,7.522423613,48.80972064,-0.792222044,4.307112386,67.68837945,-1.306696363,10.38937711,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,28,1,3M,111,25.5,*,*,*,**********,*,*,*,*,38.44936681,9.400049057,8.863091454,65.42270834,-0.829533222,12.41401019,64.57415471,-4.180078492,6.842335608,44.51982056,-0.127980533,-0.282773013,59.97807349,-0.85713568,13.24075681,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,29,1,3,122.5,29.5,*,*,*,**********,*,*,*,*,44.20567101,9.497677439,13.30413484,58.44954472,-0.855548728,7.161195448,56.8270959,-0.762358045,4.735042203,47.15110864,0.256407604,-0.494811508,65.75645014,-1.583232168,6.401266878,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,30,1,3M,119.3,27.3,*,*,*,*******1**,*,*,1,*,39.81694301,6.957311281,9.382414646,63.02090156,-0.889100114,14.47281785,63.74335901,-1.065203002,9.026040264,49.11670501,-2.000499467,1.483336984,60.87330443,-1.564701937,9.442986318,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,31,1,3M,118.9,28.8,*,*,*,**********,*,1,*,*,42.19576516,7.880484797,8.893092337,62.47469727,0.801304228,14.31029188,60.00780522,-0.365262016,10.02006335,49.72213727,-1.274807607,1.876816019,61.98927611,-1.562553444,7.395858435,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,32,1,3M,116.9,26.6,*,*,*,***11*****,*,*,*,*,43.99681192,9.520287929,14.02823832,51.43573121,3.367096597,12.12141567,60.31636047,0.972584193,9.811337055,47.10149334,-0.465810463,3.494872436,59.58851448,-0.393070461,13.294121,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,33,1,4,124.2,32.4,*,*,*,******1***,*,1,*,*,44.11366383,10.28119152,17.93270112,53.76929159,2.68675601,16.18015757,57.31335836,-0.972073957,11.08601972,51.01898872,0.408896805,11.1767303,50.3107001,4.15571535,21.80740879,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,34,1,3M,125.3,31.2,*,*,*,**********,*,1,*,*,43.85918081,8.125031473,11.78263334,60.88122761,0.103326668,12.50704578,55.05791443,0.622401037,5.229686815,47.94220621,-0.680735512,1.962221627,58.51613312,-0.587740573,11.04474781,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,35,1,3M,111.1,27.1,*,*,*,*1********,*,*,*,*,39.73666685,6.858823325,9.649534876,63.42379724,-0.973517064,12.7398643,63.30071061,-0.596160096,8.929164673,44.50703288,1.140129716,2.380153356,59.41509757,-1.157047493,11.27815809,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,36,1,3M,117.5,28.8,*,*,*,**********,*,*,*,*,41.21612012,8.980984116,11.35451887,59.67855936,2.7351952,15.87045867,61.79288922,-0.265086193,9.476316577,49.9932485,0.558799741,3.743914084,58.02375878,-0.194211939,12.85446342,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,37,1,4,98.7,23.4,*,*,*,**********,*,*,*,*,41.45826243,8.333328934,13.35135283,48.29907208,4.071621137,13.56507152,47.20585605,0.488915287,10.36617604,42.24335088,3.403595184,14.04389715,54.00153092,0.481089849,15.14593702,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,38,1,3M,117.9,26.6,*,*,*,**********,*,1,*,*,49.33317525,9.280816701,15.84613239,61.83413542,-1.262344003,11.28294511,55.01357733,-0.668562883,4.991140361,50.79466834,-1.708095607,2.988062922,59.08246741,-0.543351481,13.7777494,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,39,1,4,136.9,34.3,*,*,*,**********,*,1,*,*,44.00259307,10.00851566,12.25984719,59.45715587,0.569822594,14.10102872,54.42789098,8.413605012,16.25693558,45.73948003,1.902373686,11.97043281,55.97849559,-0.039107623,17.57558116,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,40,1,3M,113.5,25.1,*,*,*,**********,*,*,*,*,43.72091388,5.429460874,10.76562543,61.34409406,-0.008008802,10.62644084,51.45288868,0.35985838,6.745115189,51.71488409,-1.917013214,3.835665429,63.63684979,-1.593159538,10.07467105,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,41,1,3M,122.4,29.4,*,*,*,**********,*,1,*,*,43.73549845,5.507955007,9.674117584,63.09499021,0.319755209,11.14335337,57.73683841,-0.591192503,3.226424849,47.89763563,-0.561708325,1.995131878,58.53767851,-1.376519166,8.054680529,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,42,1,3M,114.5,26.6,*,*,*,**********,*,*,*,*,43.55707769,12.04064657,18.03303417,64.94351724,-0.323567435,13.21570743,57.47851825,-1.606935242,6.088809725,48.17803113,-0.566515259,1.285172014,63.716349,-1.358149738,10.20059302,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,43,1,3M,112,27.1,*,*,*,**********,*,*,*,*,41.17476749,7.983308246,12.10789777,60.4162838,-0.075968168,11.80253114,57.23583443,2.393557903,7.735527773,49.02577521,-0.937288915,2.408428266,61.03145871,-1.323183465,10.34702926,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,44,1,3M,115.2,29.6,*,*,*,**********,*,1,*,*,43.30666162,8.414815856,10.4591262,62.28753345,0.540325324,14.42210097,60.50794748,1.770277627,12.82107277,44.44158906,0.427771728,9.828808386,58.05602886,-1.16696221,11.78931265,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,45,1,4,94.6,20.4,*,*,*,**********,*,*,*,*,37.89801026,10.16158013,10.17862644,56.18178615,4.36276913,20.1070989,47.8938124,0.116760401,4.77760803,42.69083223,2.481322917,12.78081109,51.86094625,1.833716425,18.86063746,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,46,1,3M,113.1,27,*,*,*,**********,*,1,*,*,38.91223995,8.314208162,8.461124251,63.34453687,2.718361552,14.79549726,56.23068508,6.646286759,8.805285012,47.27610652,0.146181439,3.10080134,58.09395769,-0.743502737,11.28322606,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,47,1,4,118.5,28.2,*,*,*,**********,*,1,*,*,39.13564453,9.491177159,14.2101209,55.81543598,-0.283931921,9.749886733,54.83152492,0.70706848,8.188852041,46.37179336,0.565435993,11.34343812,56.23267955,-0.298166866,14.11916011,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,48,1,3M,121.6,29.4,*,*,*,**********,*,*,*,*,40.94785574,8.961376133,12.56661399,60.23139849,0.438629584,10.58753825,58.04843843,-2.251219325,3.223926303,51.00624394,-0.580671077,1.364650874,63.73026553,-1.483434528,12.9226792,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,49,1,4,119.2,29.2,*,*,*,**********,*,1,*,*,45.36318628,10.33452143,19.15169834,58.98173135,1.704016499,17.52649967,60.35029235,2.839730102,14.06823324,43.86063286,3.287032019,16.20207557,50.50889723,3.296364827,22.51151459,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,50,1,3,105.3,22.8,*,*,*,**********,*,*,*,*,42.09419361,9.071378006,14.58615456,59.53292529,-1.932407286,8.060328514,58.61158754,0.948168708,4.187591596,50.50654468,-1.564800365,1.43127048,60.74012684,-0.49140404,13.35990236,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,51,1,3M,121,32.8,*,*,*,**********,*,1,*,*,43.29926437,7.676666085,12.26766101,63.18885828,-0.439107868,10.08172704,61.31189962,-0.789239382,9.027055034,51.99287962,-1.99275811,5.661272926,66.23085758,-1.883140807,9.985073602,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,52,1,3,96.8,21.1,*,*,*,******2***,*,*,*,*,40.90932538,9.566427128,10.46888358,69.75065454,-2.085919167,8.695253934,68.25287138,-1.452307004,5.770089133,48.62462353,0.191641676,-2.75024323,62.58859027,-1.659758926,1.072861781,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,53,1,3M,102.1,22.9,*,*,*,******1***,*,*,*,*,41.62796539,9.263596136,11.49412805,59.48455996,1.743260179,12.51850957,56.35214668,3.440537006,9.299998227,44.23006321,1.133471877,2.011251385,56.60866053,0.365359772,12.44152034,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,54,1,3M,112.2,27.6,*,*,*,**********,*,1,*,*,46.00586539,7.659940405,10.15996833,61.11291792,-0.482155913,11.0206523,54.00046911,-0.625519325,5.528694095,47.01775393,-0.838699697,0.326035848,62.63910358,-1.138782144,8.586132968,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,55,1,4,97.5,22,*,*,*,**********,*,*,*,*,43.21332114,11.10071247,12.41299203,56.18677888,2.123220756,12.26330027,46.22566967,0.549858578,9.440590151,49.44634128,3.427785981,19.72285817,38.72525017,8.652184274,8.248103588,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,56,1,4,87.8,19.8,*,*,*,****1*****,*,1,*,*,55.62223052,1.562726131,12.49249646,52.46231964,2.467213761,10.93793035,46.013984,1.844055985,10.59508258,49.80995295,1.615350932,15.36661098,45.4859185,8.545414911,11.02806417,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,57,1,3M,106.3,25.5,*,*,*,**********,*,1,*,*,60.59052349,0.728828241,12.55454394,61.18721966,-1.804332427,8.503228839,63.26263341,-1.794895485,8.586531449,57.33077866,-0.717887442,11.8071093,48.04511767,-0.188863701,2.101196945,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,58,1,3M,91.3,20.9,*,*,*,**********,*,*,*,*,40.44446766,7.988125026,9.328168931,58.73848141,-0.532544734,7.696223511,56.62937965,1.354173308,8.656748208,45.7967561,0.01312462,2.156320338,53.75646282,-0.754603912,9.462709213,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,59,1,3M,116.7,29.6,*,*,*,**1*******,*,*,*,*,43.63764545,9.582820557,14.11416369,63.03839568,-0.909295758,12.37585599,60.47237603,0.639325325,8.558533927,48.18182057,-0.538258963,1.080917734,61.55487031,-1.410394856,8.070833454,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,60,1,4,112.3,23.5,*,*,*,******1*1*,*,*,*,*,41.2463016,10.62681579,10.84193043,55.04245429,3.885142935,16.11896904,54.6088973,0.916261743,14.04447598,45.1162381,2.802617214,12.64900262,52.10187337,1.084284394,15.30570094,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,61,1,3M,120.5,30.4,*,*,*,****7*****,*,1,*,*,41.79044378,9.43701298,11.84150939,65.72608085,-0.670457081,15.92469864,61.64214078,-4.138109472,7.029655463,52.17807384,-1.901186936,2.801385147,62.13698504,-0.244964437,15.93269212,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,62,1,3M,131.8,34.5,*,*,*,**********,*,1,*,*,49.18779718,8.904840753,13.17472834,58.62840711,1.222402137,8.282653304,59.9582394,-2.448734031,5.340885216,47.50528533,0.441657711,0.151671138,61.83413542,-0.802793364,8.223153918,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,63,1,3M,119.4,30.9,*,*,*,***1******,*,*,*,*,46.21626211,8.540086405,12.45005977,59.1368817,1.336836745,10.84968137,57.21448655,0.550432565,8.772731701,49.19269438,-0.755907569,1.149548744,62.95418626,-1.49844762,10.63364219,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,64,1,4,116.2,28.6,*,*,*,**********,*,1,*,*,44.90376999,8.139974728,7.47342459,56.0346904,5.708013262,16.55137829,52.03112338,3.638091529,13.29163108,44.6474012,4.625521846,14.2202207,54.09802052,2.785137607,16.63884123,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,65,1,3M,116,25.1,*,*,*,**********,*,*,*,*,45.69987015,8.950778306,10.54214288,67.53208159,-0.797512134,14.45530497,67.03550249,-3.059243079,8.586601289,50.6567735,-1.508458867,1.477843033,65.41171959,-2.020285322,5.445377093,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,66,1,3M,121.8,29.4,*,*,*,**********,*,1,*,*,47.26050879,8.009960311,12.68595919,54.71830563,1.208692389,9.061762671,57.59685994,-0.915036149,3.393364654,49.09092642,0.314228439,5.083906986,61.62487508,-1.907794375,9.693862798,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,67,1,4,117.7,26.7,*,*,*,**********,*,1,*,*,36.35326151,10.76671382,10.14055459,58.57324797,1.810211555,18.33063995,55.93528638,3.855250276,17.76009945,45.8743185,1.173236124,12.00371092,58.64054986,-0.061145568,15.79239206,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,68,1,4,110.3,27.1,*,*,*,****1***1*,*,1,*,*,39.71991351,10.09787162,9.467004032,59.85077504,2.000739176,18.37843323,64.70058089,-1.316402483,12.60215984,49.19024587,-0.507539973,7.819156515,55.5897589,-0.211072927,13.58152912,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,69,1,4,114.3,26,*,*,*,**1*******,*,*,*,*,38.28566391,12.49233428,13.56021113,50.88899642,3.695046072,13.39656237,47.63532186,3.159437664,15.6936173,48.64330549,1.790546053,13.01648071,55.12071649,0.446393362,16.06287323,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,70,1,3M,110.8,26.2,*,*,*,******1***,*,1,*,*,45.95033125,7.601083707,15.50154339,58.0541314,0.25876084,9.665559292,58.88536323,-0.174738907,7.542167871,48.45349289,-0.759570955,1.716753014,60.21886176,-1.525101261,7.132284243,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,71,1,3M,111.3,25.8,*,*,*,**********,*,1,*,*,39.22450148,7.744327205,11.63089549,61.08665957,0.906547584,18.02243221,61.14964961,-1.015005889,8.419563097,45.54916152,0.20932784,9.742644601,60.07529096,-1.702816706,7.887260147,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,72,1,3M,110.7,27.4,*,*,*,**********,*,1,*,*,44.2744923,10.50395355,16.66310665,61.7240482,0.549329836,12.79614411,64.98637726,-1.771677642,10.85287461,52.44344328,-1.468704094,4.879915307,60.91026529,-1.583447345,10.15461966,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,73,1,3M,117.2,29.2,*,*,*,**********,*,1,*,*,44.22576014,7.852116275,14.75142846,58.44578971,2.60337645,11.51689588,58.72637047,2.534831626,7.812232916,47.42648977,0.945099587,3.342018392,62.52113801,-1.047766679,7.94653986,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,74,1,4,133.5,30.7,*,*,*,**********,*,1,*,*,45.44873692,8.546640637,10.66240955,54.27335344,2.640424796,15.73418559,61.07177188,0.130435418,11.60708774,51.80327595,-1.788535427,6.734413569,59.79285294,0.275382015,15.65348117,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,75,1,4,104.7,27.5,*,*,*,*******1**,*,1,*,*,36.54052277,9.433954323,8.492182127,58.51988104,2.572011551,18.25718883,55.41165647,0.824451229,9.54463618,48.38202412,-0.37958318,8.33281932,57.78560997,0.300764616,14.45832463,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,76,1,3M,112.1,26,*,*,*,*1********,*,*,*,*,43.96210158,8.679354925,13.94019087,64.93557522,-1.109479696,13.39447331,61.16887607,-3.135867844,7.336784993,49.54095386,-1.0076134,3.075973748,63.07252854,-1.542885508,9.723373127,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,77,1,3M,102.7,23.9,*,*,*,**********,*,1,*,*,43.47040743,7.501670474,10.96684647,56.21771835,2.594753604,13.54117321,60.34672199,-0.711215672,7.125346451,45.00459727,1.272723366,11.09669261,58.64708662,-1.26383438,7.262730895,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,78,1,4,119.6,27.9,*,*,*,**********,*,*,*,*,36.45746058,8.594957115,10.46803817,49.53610857,5.002448427,14.87103389,53.07730664,-0.274785497,14.72348393,45.15382497,2.0820059,13.83164678,56.59187925,1.648985547,22.43427877,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,79,1,3M,98,22.5,*,*,*,**********,*,1,*,*,42.69687349,9.843428061,14.59969365,64.39584474,-2.074325258,10.7455546,62.20084752,-1.33237524,7.516651844,49.85197336,-1.173586043,2.291703828,58.9252378,-0.608080532,9.702318385,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,80,1,4,96.9,20.3,*,*,*,**********,*,*,*,*,40.96229119,8.122335714,9.533022492,56.70623306,1.147492792,12.41844671,60.66849631,0.474219735,10.27716781,47.6918056,0.392956724,6.795203962,53.50319876,1.560056346,18.35079534,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,81,1,4,102.9,24.7,*,*,*,*1********,*,*,*,*,38.51247218,9.675854989,12.14722697,48.97898255,4.852163164,15.30290318,53.1230727,1.203680504,15.73615392,37.56098118,5.917708551,12.85670716,49.56516954,5.026181897,25.42212047,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,82,1,4,107.6,24.6,*,*,*,********7*,*,*,*,*,41.16043917,7.821725847,10.84902619,61.43964933,0.32389319,12.94316373,62.58100767,-1.160343939,8.423070047,49.77629794,-1.973782027,3.899562162,58.37249128,-0.909622185,13.56198156,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,83,1,4,86.6,20.2,*,*,*,**********,*,*,*,*,41.21294127,8.113764722,11.7116402,57.14550606,1.077156115,13.68383451,51.80667103,3.463550148,10.97840837,43.22519022,3.987992191,14.73859074,50.13154205,1.502472972,16.22435171,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,84,1,4,90.9,20,*,*,*,*******1**,*,*,*,*,38.38963268,7.745900868,12.34154386,52.08167409,3.64658796,16.5922781,48.30788017,0.260479419,11.66221256,44.58367805,4.527497031,18.01550575,46.2068517,5.80077082,21.96433291,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,85,1,3M,118.7,28.8,*,*,*,**********,*,1,*,*,45.81854765,6.747877009,13.39266528,51.1300107,2.765763533,9.978847065,60.47949297,-2.430138023,4.810946067,48.11987019,1.109495455,10.32421659,59.75841976,-1.113385611,11.42232623,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,86,1,4,121.4,28.7,*,*,*,**********,*,*,*,*,45.59445157,9.820568056,14.32870379,63.95064452,1.011547301,16.78265723,65.75800693,0.349725303,13.13412706,49.96336783,-0.146422952,5.924210958,57.25038267,0.319169271,15.36010366,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,87,1,3M,103.5,25.1,*,*,*,**********,*,*,1,*,49.72454631,4.477795122,8.872519114,62.07472515,-0.864141595,9.470630441,61.98414321,-1.544223711,6.288803028,49.95021176,-1.331423793,1.374591409,64.59017996,-2.425699165,5.393225702,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,88,1,4,112.4,24.9,*,*,*,**********,*,1,*,*,44.55531357,6.78753424,11.66090957,59.70943449,3.158741977,16.52264243,59.40869328,-0.894747273,7.600310012,46.90093259,1.654869812,12.27037408,52.49782339,0.600984724,16.43594041,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,89,1,4,119.7,28.5,*,*,*,**********,*,*,1,*,48.830772,8.612155184,15.62939042,60.33779464,1.728889306,17.77806299,61.3884263,-1.607996045,9.53255052,50.19572324,-1.269005063,3.420947404,60.77545067,-1.537932735,11.78403243,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,90,1,4,126.5,31.7,*,*,*,**********,*,1,*,*,46.41856888,6.257127761,11.42652308,56.48904795,2.50819847,14.76503522,62.44680642,-2.939942383,5.954160726,48.93705823,-0.914681075,5.066754462,59.34825641,-0.266697835,12.42222654,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,91,1,4,130.4,32.8,*,*,*,**********,*,1,*,*,44.33886984,11.10162795,18.04556274,53.50535283,5.079078971,15.77713724,53.45793243,3.663810118,18.60673474,48.9728206,1.108428576,6.780320448,56.6402278,0.37635433,17.15923511,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,92,1,3,121.4,29.8,*,*,*,**********,*,*,*,1,40.55367322,9.5199123,13.78719669,58.74593235,1.069948294,7.397988932,61.21690034,-1.912867007,2.900068063,47.58388585,0.514828254,-1.120851054,62.99923145,-1.326626035,0.016730179,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,93,1,4,95.2,23.3,*,*,*,**********,*,*,*,*,39.49781892,7.811779571,12.89082852,48.78121759,3.702036971,13.91271684,46.91408022,3.570864651,11.18668582,47.78018117,0.751985273,8.498856259,53.43096015,1.044639235,16.78176395,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,94,1,3M,109.7,25.1,*,*,*,**********,*,*,*,*,43.48805575,7.407289396,11.6420099,57.3684943,0.806419714,12.70384844,59.69672425,-1.659822366,6.999033927,49.94901549,-1.879284721,3.591330933,64.49473568,-1.846567898,7.119139541,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,95,1,3M,97.9,21.8,*,*,*,**********,*,*,*,*,40.54716532,8.463884155,10.71024092,56.11781821,0.762351533,10.99165894,58.46456095,-0.684030369,6.880775851,53.6407909,-1.617712785,5.689341021,60.68265616,-0.664833653,13.39326797,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,96,1,3M,126.6,32.4,*,*,*,********1*,*,1,*,*,43.01081468,8.735976868,9.512141309,53.8728181,1.741297473,10.51857996,58.92987163,2.5782455,7.579241371,50.17671957,-0.519968254,4.646397452,60.49905772,-1.320560566,9.202435293,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,97,1,3M,112.3,28.9,*,*,*,**********,*,*,*,*,44.13237558,7.336778992,11.03671026,63.52429626,-0.131822619,15.75741897,61.88305857,0.583024971,10.38977294,45.87839535,0.312263105,8.874834968,59.88783495,-1.086569749,10.85850184,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,98,1,4,100.6,22.1,*,*,*,**********,*,1,*,*,37.07598308,11.92141599,13.78339297,56.85749405,2.513734714,18.97990639,53.34017943,2.604327706,16.17586112,42.68932172,2.994620902,14.74333727,52.81791133,0.188907747,16.83964029,*,*
