Date,Zone,Vessel,Sampler,Latitude,Longitude,Depth,trap.number,start.time,end.time,crab.number,Sex,shell.condition,carapace.width,chela.height,egg.colour,eggs.remaining,gonad.colour,missing.legs,Maturity,Barnacles,Spiroidea,cigarette.burn,L1,a1,b1,L2,a2,b2,L3,a3,b3,L4,a4,b4,L5,a5,b5,Commentaire,weight
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,15,1,3M,106.4,24.7,*,*,*,******7***,*,*,*,*,64.6630145,-1.675338557,8.572247178,58.04559162,-4.60842815,0.369118076,58.4307659,-4.858031474,1.229772125,65.24810755,-2.945619251,3.531470911,51.46203577,-1.938050561,-0.489352404,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,16,1,3M,115.4,28.8,*,*,*,**********,*,1,*,*,44.40311029,7.200482291,11.97898489,56.03870096,1.396237369,12.29720777,57.15814602,1.001447327,6.612964369,52.73431427,-1.651542876,6.677486337,58.33484622,-0.805577592,11.98358891,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,17,1,3M,108.7,24.5,*,*,*,**********,*,*,*,*,42.34746097,10.38669763,12.86044267,54.44257351,-0.210706442,8.870362208,58.47957113,-0.897895274,6.060115698,51.27977011,-2.046310805,3.150961289,62.09776435,-1.405202698,13.36990649,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,18,1,4,106.6,24.6,*,*,*,**********,*,*,*,*,39.61749931,8.783813088,8.577562274,58.8435885,3.494417063,16.39962686,59.24823121,3.095107279,11.56585919,50.29886525,0.236947941,8.447127772,57.31335836,-0.527502852,13.00906511,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,19,1,3M,110.2,27.2,*,*,*,*********1,*,1,*,*,41.13973002,7.139413805,8.947343408,61.86847388,0.416569062,13.80054003,58.21790358,0.312869167,6.798675522,47.16284822,0.560176854,3.798334363,59.07323683,-1.516091731,10.87617927,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,20,1,4,117.9,30.7,*,*,*,**********,*,1,*,*,40.27082656,6.715318364,7.694491898,55.54709515,2.893878417,14.38408792,54.43523301,0.235689352,10.48990492,48.70177248,1.111079385,12.71855205,54.5326322,1.08533799,17.76956624,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,21,1,4,130.4,29.3,*,*,*,**********,*,1,*,*,44.00259307,7.338820347,13.26904078,61.19420541,1.921387627,20.09800571,64.17062476,-0.885269866,16.36845929,50.35681573,0.018320323,10.06818972,53.35748932,1.455506651,19.37705179,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,22,1,3M,101,24.4,*,*,*,**********,*,*,*,*,40.86108894,10.0683279,12.44471562,59.0593867,0.578532931,9.428576072,49.90232718,1.269379604,5.640722387,47.80319543,-0.599623018,2.989575421,58.61812938,-0.013785983,16.27639577,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,23,1,3M,102,24.4,*,*,*,**********,*,*,*,*,44.75612902,7.85106041,12.82723421,66.8092569,-2.1549138,12.63788008,59.56665308,-5.004282513,4.491610605,49.98846942,-1.459182764,0.866164995,59.16728247,-2.319227034,6.257944062,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,24,1,3M,96.4,21.6,*,*,*,**1*****1*,*,*,*,*,39.60572272,8.117078226,8.827307976,56.54643212,-0.060323654,7.77970222,63.01590182,-2.79269662,6.001794754,50.0374223,-1.331028847,0.378461003,62.246764,-1.251615232,13.10160291,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,25,1,3M,111.2,28.4,*,*,*,**********,*,1,*,*,43.71361892,5.079091514,7.59139678,61.27880712,-0.562053914,13.82659227,62.23061434,-2.910465355,5.491089272,54.76509145,-2.002881219,4.269124522,61.10066625,-2.061032159,6.508202222,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,26,1,3M,123,29.8,*,*,*,***1******,*,1,*,*,47.72641654,8.577263004,13.29299111,65.72062756,-1.874706299,16.88589419,62.08155299,-5.012504771,7.905140207,50.37217337,-2.419733456,1.602081392,60.86714083,-2.16433892,7.819260325,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,27,1,3M,110.8,26.2,*,*,*,**********,*,*,*,*,45.53130167,8.519992531,15.14848128,59.27854213,0.348172604,11.75232556,64.59498629,1.031799798,11.26295128,54.28915373,-2.597954245,3.243895846,63.25766412,-1.791868718,10.96526564,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,28,1,4,115.1,27.1,*,*,*,**********,*,1,*,*,41.48346688,7.678973583,8.451234165,54.63602047,1.399972782,13.38222964,52.09738568,-0.594674917,9.71622821,43.96644257,1.605699706,12.33060759,55.72756046,-0.194153966,16.14070629,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,29,1,3M,116.9,27.4,*,*,*,*****1****,*,1,*,*,39.92362002,6.656851615,8.302161846,54.54204366,4.960328336,15.99491063,53.3185299,2.463754378,7.910648831,51.29930481,1.152148823,7.6695919,53.87921173,1.597942877,13.874697,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,30,1,3M,110.4,26.8,*,*,*,**********,*,1,*,*,38.51247218,8.913942886,8.943817482,62.95669012,1.058103323,17.83713308,63.44935798,2.737828067,13.07559652,47.91929196,-0.189086076,3.244913857,57.44863208,0.105575034,13.01821153,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,31,1,3M,135.2,35,*,*,*,**********,*,1,*,1,45.08976034,5.945025406,9.316193952,50.77483724,5.925570685,9.513879245,54.05458008,5.976560849,8.000684885,43.00483754,4.386756836,7.758524354,59.34917285,0.011513975,8.219875681,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,32,1,3M,128.4,30.9,*,*,*,**********,*,1,*,*,46.66597916,5.347568574,8.008717437,54.47506306,3.872634204,13.02991576,55.02079877,-2.01242504,0.825736381,48.54604111,0.95074993,1.369940395,59.83720748,0.496968184,14.98470831,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,33,1,4,130.4,36.9,*,*,*,**********,*,1,*,*,46.46260739,7.799691402,12.90490635,56.81532206,4.520765824,15.29045513,49.18779718,4.250066383,14.36194371,46.73612129,1.993628575,9.200369769,55.60092435,1.923520113,18.60873794,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,34,1,3M,124.9,32.2,*,*,*,**********,*,1,*,*,42.45729175,8.655945907,14.0005678,58.41479646,2.781620467,9.617515176,59.1110678,0.751632439,7.482777211,49.60871275,2.367872705,0.337169566,63.54650355,-1.160069548,7.902826526,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,35,1,3M,127.4,28.7,*,*,*,**********,*,*,1,*,40.91735684,8.084688672,6.653889408,58.65642288,2.36397093,15.16529293,52.50447625,1.50133754,5.92704619,49.48761627,0.088191817,1.536074164,62.06618866,-0.770795261,13.332335,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,36,1,3M,124.9,29.4,*,*,*,**********,*,1,*,*,37.59360717,5.655775996,5.334335344,62.37741589,0.654233314,12.13459885,60.48127199,3.504494654,11.75646059,53.04457943,0.832960318,3.952080434,62.23061434,0.010319641,8.688242988,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,37,1,3M,119.6,31.4,*,*,*,**********,*,1,*,*,45.28155309,6.081745781,10.50102752,56.37499954,1.017275077,13.03755277,59.38581193,-2.99451138,7.842963588,49.99563779,-0.522451538,1.395744484,61.10941784,-2.094859676,9.004500583,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,38,1,3M,109.2,26.4,*,*,*,**********,*,*,*,*,41.79200164,6.862379876,8.747799084,61.83499425,1.352776532,11.88903568,58.65455581,1.735998255,5.381345963,42.99885919,2.880140774,0.921152436,61.80836167,-0.972597086,11.26239873,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,39,1,3M,112.7,27.8,*,*,*,**********,*,1,*,*,43.36577325,6.812572439,9.392849766,58.48988712,1.574796729,15.17454968,58.84823244,1.172913569,8.173432042,50.85176281,0.544688674,5.57167719,61.22649803,-1.872783765,6.301815021,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,40,1,4,116,27,*,*,*,**********,*,1,*,*,46.86540648,10.28881304,14.0204657,58.6592233,6.826261582,20.32262497,58.48519839,6.51475206,17.31891027,45.63693619,2.054262081,9.237975987,53.72865094,3.143175672,21.03587295,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,41,1,3M,114.4,30.4,*,*,*,**********,*,1,*,*,44.24583587,6.362409493,10.40144855,58.14699291,3.264861524,14.37799664,58.10248633,-0.145447444,6.336001167,44.91498951,1.640706153,4.870459321,58.8621608,0.418455478,14.52300423,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,42,1,3M,108.1,26.3,*,*,*,**********,*,1,*,*,42.05253906,8.320003791,9.183353438,61.06476393,-1.07486344,9.863952055,54.48553717,3.026384702,9.911866499,51.52143145,0.664788498,5.104509109,59.45075872,-1.683734126,9.892222647,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,43,1,3M,109.5,23.8,*,*,*,**********,*,*,*,*,41.88376722,7.4358281,7.399574584,59.07969848,2.428751635,12.78689702,62.39011846,1.715634975,10.49005637,48.29907208,1.851633564,2.650653586,57.57475993,-0.921719355,12.24836975,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,44,1,3M,103.8,27.4,*,*,*,**********,*,*,*,*,42.43292058,7.270154443,6.515212776,56.59484121,6.632043439,14.41711782,66.25777968,0.869021294,13.76845484,42.11268759,3.216546704,7.182795618,53.67296053,0.60328669,15.15554757,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,45,1,3M,102.8,21.3,*,*,*,**********,*,*,*,*,41.24471389,8.675524622,11.11471466,58.16496977,3.293306894,12.62559562,56.53258908,-0.444635326,7.778788363,46.96792818,0.24237718,2.185412778,58.09395769,-0.425778527,7.176281311,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,46,1,3M,115.6,26.4,*,*,*,**********,*,1,*,*,46.62885947,6.467267157,9.089182028,63.0924951,1.696818469,13.77734873,58.85008985,-1.651515784,6.919304844,47.77634385,-0.478241687,2.468788558,59.88331738,-1.467309245,7.727181984,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,47,1,3M,103.9,24.8,*,*,*,**********,*,*,*,*,46.41189095,8.195323079,14.08700228,56.19875859,4.016200496,14.62592146,58.96136645,0.92012678,9.435303287,47.83002444,1.061671352,5.420354479,57.83527154,-0.286841683,9.424405384,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,48,1,3M,105,23.7,*,*,*,**********,*,*,*,*,42.78282664,8.342759395,10.21379211,60.97178791,-0.468836885,14.30538963,69.27035029,-2.967491292,12.12793202,48.20581,-0.959681048,0.626742911,59.65584098,-1.560221464,8.372070733,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,49,1,3M,98.3,22,*,*,*,**********,*,*,*,*,43.80104107,7.545298616,9.146615492,55.68303557,3.756808441,8.249682429,60.69061878,2.632755058,7.15196805,46.94035903,3.33935553,1.772419154,55.12380225,1.381285131,15.40492125,*,*
9092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,18:30,20:10,50,1,3M,97.3,23.2,*,*,*,**********,*,*,*,*,42.22800914,7.442854069,8.056540371,64.74928517,1.23943143,13.94239327,63.65653447,-0.242862732,11.32401811,50.05054366,0.364128911,2.370431656,58.05508014,-0.772731965,7.196195644,*,*
12092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,*,*,*,51,1,2,118.6,30.8,*,*,*,**********,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Only 1 line in colorimetre,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,1,1,3M,120.6,27.5,*,*,*,********1*,*,*,1,*,41.33032426,7.522651943,4.616724773,60.69592627,-0.129613026,11.65933119,55.41675745,-0.473949485,5.915646715,49.11425078,-1.460275059,0.546119793,65.44859867,-1.942073531,11.28905463,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,2,1,3M,111.4,24.2,*,*,*,**********,*,1,*,*,41.80134705,7.578536955,8.892404776,57.26007828,5.757715013,13.59837663,54.62454783,2.18786039,6.932148476,46.33298328,2.592940247,10.26111216,59.25282534,0.32205918,9.75739105,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,3,1,3M,115.2,29.5,*,*,*,***7******,*,1,*,*,40.501568,5.672868676,5.628111706,64.76125264,0.916029325,14.6595418,57.78752127,0.94100211,6.697609913,46.3958581,1.876644756,3.546472466,62.31299281,-0.786209902,9.54675685,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,4,1,4,116.5,31.2,*,*,*,**********,*,1,*,*,40.10767881,6.540198727,6.307531036,55.48809476,3.568528911,18.70639703,55.85375099,5.053706217,15.19844964,42.6076385,2.572720279,9.465866082,54.19635709,0.735159849,13.59246253,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,5,1,3M,109.2,22.9,*,*,*,**********,*,1,1,*,36.53486778,12.39892193,11.90987618,59.90860882,0.517880434,11.21478922,62.48145571,-1.175539355,9.818589508,48.75765266,0.054984423,4.191942423,58.68255197,-0.037016616,14.64467636,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,6,1,3M,117.4,29.2,*,*,*,******1***,*,1,*,*,37.75974516,8.489198811,9.069956032,63.23778074,0.523194755,14.50092411,60.77898126,-1.216742217,4.224669501,46.51590429,0.772902094,2.985965673,60.7895711,-0.965667063,8.969063292,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,7,1,4,118.4,28.7,*,*,*,******1***,*,1,*,*,41.41725797,7.056172172,11.9863809,57.27655494,0.265890992,12.60981545,57.25426122,-1.266237662,5.799938342,47.34360801,0.339304014,11.82488731,56.09980677,-0.438434369,12.44219882,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,8,1,3M,100,21.6,*,*,*,**********,*,1,*,*,43.08095557,7.954019077,16.27822977,59.38031833,2.101228854,12.48240781,56.12782068,-1.483903253,8.933540698,48.1704509,0.781080407,3.216649197,52.84646375,2.139376757,19.91539297,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,9,1,3M,122.1,33.8,*,*,*,****1*****,*,*,*,*,37.70027039,7.940311087,9.268484107,61.38147558,-0.001019264,16.99128151,54.88955215,-0.206858698,5.340859068,47.19543528,0.322640771,0.811433352,60.19646447,-0.758484466,9.159043364,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,10,1,3M,105.5,24,*,*,*,********1*,*,*,*,*,39.99506569,8.871166635,10.98545147,64.93795799,-0.870494159,11.43653237,54.02382136,2.541924839,3.844917964,48.83448553,0.809732189,2.710052414,57.19312621,-0.650870004,8.621580051,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,11,1,3M,112,28.2,*,*,*,**********,*,1,*,*,44.09926224,8.070283664,14.99612186,63.70242761,-0.332443181,14.16469452,56.27254582,-0.0577852,8.364435968,47.87468939,-0.70483001,3.041988913,57.6448577,-1.024290376,8.725560825,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,12,1,3M,113.8,26.5,*,*,*,**7*******,*,1,*,*,41.45668642,9.655834205,11.78112923,58.31883553,2.47116857,12.23235296,56.20474696,9.474300265,12.21370952,48.58597989,-0.728659584,2.736588389,58.93543146,-0.37422254,6.835536328,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,13,1,3M,97.7,21.4,*,*,*,*1********,*,*,*,*,39.61749931,9.127293199,12.10879343,62.77348946,-0.283451557,10.18047386,56.56026988,-1.149143001,6.469714092,49.76547294,-1.280087664,1.041778838,55.10837075,1.102454579,5.928180776,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,14,1,3M,93.2,21.2,*,*,*,**********,*,*,*,*,41.65928239,7.038283386,7.760904694,63.10663197,0.094363579,10.78487187,54.63184903,1.907621803,4.039396207,47.87341411,2.337233765,3.75257485,56.21472537,-0.836754377,5.650012466,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,15,1,4,92.1,19.7,*,*,*,1*******11,*,1,*,*,39.47584962,9.881831527,9.085317052,61.92763666,4.150565774,16.42342297,57.47851825,0.285680362,12.11850904,47.11455756,1.638905621,6.897593427,43.39528497,3.109377979,9.884279252,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,16,1,4,85.5,18.9,*,*,*,******11**,*,*,*,*,39.31817468,8.885121556,7.316423496,48.4998002,3.747939578,14.60465402,52.81351654,-0.531803887,12.58586404,42.75571071,2.708461483,11.11647051,47.33582672,2.527467617,18.08823856,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,17,1,3M,115.4,26.8,*,*,*,********1*,*,*,*,*,39.37592344,8.197868179,10.70157321,58.34802633,1.42130678,14.86845275,59.32075303,0.809209127,8.878620241,51.31882816,-0.913978333,6.978237405,61.50986229,0.488705583,17.75595381,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,18,1,3M,114.8,30.4,*,*,*,**********,*,1,*,*,45.13016455,7.077113959,9.890086275,63.86019148,-1.178447822,13.87360957,58.01616173,2.120221917,8.228237066,48.24995419,-0.926709558,0.169319988,62.68114849,-1.603171859,6.218044505,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,19,1,4,135.9,32.1,*,*,*,***1******,*,1,*,*,45.93134555,8.586862006,14.08060092,55.16594757,6.968610581,17.70919792,48.68809819,6.200136993,16.37189032,46.9849827,2.537314477,14.24689751,58.68721596,1.420588167,16.01636569,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,20,1,4,104.5,29,*,*,*,**********,*,1,*,*,39.96684153,8.639496514,12.96894411,53.84723186,3.504737176,18.28898855,51.5989454,5.418957737,17.94510726,46.37847987,1.050733789,13.46035991,58.70586609,-0.145710354,14.16593463,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,21,1,3M,94.4,19.9,*,*,*,**********,*,*,*,*,39.51132985,10.41224188,9.77716169,61.16887607,0.48326152,11.64736003,53.80881731,-0.254673581,5.729612528,45.94626387,0.483660929,4.246759125,55.53692961,-0.731312368,9.155415253,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,22,1,4,124,28.9,*,*,*,****1*****,*,1,*,*,50.10654902,6.218183901,12.72498045,58.0247083,0.373094989,16.81807936,58.1517245,2.946670465,10.42790711,46.60630103,1.125868082,10.7371235,61.14353009,-1.666464368,10.2896265,*,*
13092015,19,CCGS M.PERLEY,R.ALLAIN M.MORIYASU R.CORMIER,,,*,4,9:10,11:10,23,1,3M,118.2,18.8,*,*,*,**********,*,*,*,*,43.99102965,8.369980742,12.29147001,67.3497406,-0.542319321,14.93307929,66.64656639,0.165830903,9.943939089,51.81006578,-1.315123798,0.929802101,64.47465557,-1.653036923,5.769328407,*,*
