Sampler ID,Process,Date Measured,Survey Tow ID,Crab #,Time (out of formalin),Abdomen Width,Abdomen Height,Combined Wet Weight,Wet Weight (egg and pleopods),Wet Weight Setaes Only,Wet Weight Abdomen (flap),Rinse Start Time,Rinse End Time,Total Weight (dry uncleaned eggs),Date of Egg Cleaning, Dry Weight (Egg Dust Only),Date Weighed (Egg Dust Only),Dry Weight (Pleopods Only),Date Weighed (Dry Pleopods Only),Dry Weight (Pleopods Plus Dust),Date Weighed (Pleopod plus Dust) ,Dry Weight 1 (clean dry eggs/Out of Oven),Number in Subsample 1,Weight of Subsample 1,Dry Weight 2 (clean dry eggs/Out of Oven),Number in Subsample 2,Weight of Subsample 2,Date Eggs Were Counted,Start Time (counting),End Time (Counting),Development Stage,WEIGHT TO ADD?,Comments 1 (rincage),Comments 2 (nettoyage), Comments 3 (development),LEGENDE
Emily ,,17/1/2020,173F,41,13h25,44.65,27.50,15.4916,11.0353,0.7100,2.9518,14h09,15h07,2.7448,28/1/2020,0.0435,*,0.0356,*,0.0791,*,2.6506,609,0.0382,*,*,*,29/1/2020,11h23,11h36,8,,,very dirty,,
Emily & Murray,WBC,17/1/2020,236f,26,13h25,55.69,35.04,25.0886,17.5959,1.5242,5.0970,14h19,15h07,5.0885,28/1/2020,0.0537,*,0.0838,*,0.1375,*,4.9132,589,0.0385,*,*,*,31/1/2020,8h42,9h05,S,,,salt grains,,
Emily,*,17/1/2020,204,41,13h25,38.70,25.07,8.6965,5.2845,0.5248,1.9025,14h29,15h17,1.4141,27/1/2020,0.0250,*,0.0205,*,0.0455,*,1.3580,566,0.0305,*,*,*,29/1/2020,11h09,11h21,11,,lots of loose eggs,,,
Emily,*,17/1/2020,144f,121,14h25,41.07,26.77,8.8299,5.4343,0.6506,2.4986,14h49,15h35,1.8417,27/1/2020,0.0160,*,0.0223,*,0.0383,*,1.7893,517,0.0283,*,*,*,3/2/2020,11h25,11h41,NA,,,,Bouin's Dried,
Emily,*,17/1/2020,217f,37,14h25,37.73,20.59,5.8558,3.6734,0.4768,1.4632,14h55,15h39,1.1302,29/1/2020,0.0107,*,0.0166,*,0.0273,*,1.0904,512,0.0294,*,*,*,3/2/2020,14h03,14h25,NA,,,oily,Bouin's Dried,
Emily & Murray,WBC,17/1/2020,132f,192,14h25,42.54,23.86,11.7262,7.5983,0.6981,2.5968,15h05,15h43,2.0535,29/1/2020,0.0272,*,0.0227,*,0.0499,*,1.9856,567,0.0329,*,*,*,31/1/2020,14h12,14h37,NA,,,,Bouin's Dried,
Murray,WBC,20/1/2020,151f,123,9h57,42.62,29.09,11.5554,7.4522,0.7686,2.9810,10h43,12h51,2.2406,29/1/2020,0.0235,*,0.0314,*,0.0549,*,2.1719,571,0.0376,*,*,*,31/1/2020,13h36,14h03,5,,,,,
Murray,WBC,20/1/2020,108f,21,9h57,44.07,28.58,17.6382,13.5520,0.7117,3.3613,10h58,12h58,3.2790,29/1/2020,0.0694,*,0.0296,*,0.0990,*,3.1575,585,0.0362,*,*,*,31/1/2020,13h05,13h28,NA,,,very dirty & salt grains,Bouin's Dried,
Emily & Murray,*,20/1/2020,183f,91,9h57,38.65,25.23,11.2297,8.3664,0.5400,1.8053,11h18,12h59,2.2632,28/1/2020,0.0447,*,0.0230,*,0.0677,*,2.1847,527,0.0349,*,*,*,29/1/2020,8h23,8h46,11,,lots of loose eggs,,,
Emily & Murray,*,20/1/2020,111f,295,9h57,40.53,26.02,9.1922,6.1285,0.6875,1.9724,11h33,13h00,1.6587,28/1/2020,0.0407,*,0.0232,*,0.0639,*,1.5865,605,0.0345,*,*,*,3/2/2020,13h48,14h01,NA,,,salt grains,Bouin's Dried,
Murray,WBC,20/1/2020,100f,76,9h57,42.89,27.83,9.5276,6.5871,0.6925,1.9149,11h46,13h03,2.1318,28/1/2020,0.0199,*,0.0236,*,0.0435,*,2.0698,575,0.0332,*,*,*,31/1/2020,7h58,8h23,4,,,,,
Emily & Murray,WBC,20/1/2020,132f,194,13h09,41.54,22.46,10.3402,6.9368,0.8921,2.2420,13h35,15h02,1.8356,3/2/2020,0.0142,*,0.0244,*,0.0386,*,1.7642,611,0.0329,*,*,*,10/2/2020,8h01,8h29,5,,,,,
Emily & Murray,WBC,20/1/2020,204f,43,13h09,32.60,21.29,5.3269,3.3065,0.3982,1.4455,13h42,15h03,1.0196,3/2/2020,0.0079,*,0.0105,*,0.0184,*,0.9886,548,0.0302,*,*,*,10/2/2020,10h23,10h52,4,,,,,
Emily,*,20/1/2020,101,571,13h09,44.99,27.49,12.2913,8.1480,0.9933,2.8363,13h49,15h06,2.1764,29/1/2020,0.0317,*,0.0245,*,0.0562,*,2.1085,616,0.0345,*,*,*,3/2/2020,13h08,13h24,9,,lots of loose eggs,salt grains,,
Emily & Murray,WBC,20/1/2020,144f,119,13h09,44.85,22.85,7.4646,4.7016,0.5100,1.7735,13h53,15h06,1.4341,30/1/2020,0.0119,*,0.0158,*,0.0277,*,1.3957,531,0.0321,*,*,*,10/2/2020,9h50,10h18,4,,,oily,,
Emily,*,20/1/2020,70A1,139,13h09,35.86,23.37,5.8416,3.6762,0.4112,1.3713,14h00,15h09,1.1953,29/1/2020,0.0100,*,0.0123,*,0.0223,*,1.1680,523,0.0300,*,*,*,*,13h25,13h41,NF,,,,,
Emily & Murray,WBC,20/1/2020,131f,112,14h18,39.20,25.09,8.7517,5.6620,0.5720,2.1834,14h44,15h29,1.9096,29/1/2020,0.0254,*,0.0234,*,0.0488,*,1.8435,543,0.0342,*,*,*,31/1/2020,14h49,15h14,6,,,,,
Emily & Murray,WBC,20/1/2020,135f,86,14h18,33.57,21.21,5.0218,3.1934,0.3066,1.2755,14h51,15h29,1.0677,29/1/2020,0.0089,*,0.0102,*,0.0191,*,1.0403,564,0.0333,*,*,*,3/2/2020,8h12,8h39,NA,,,,only 3 eggs in sample & dev not clear,
Emily & Murray,WBC,20/1/2020,63f,39,14h18,34.09,21.57,6.5443,4.3210,0.3250,1.4177,14h58,15h40,1.0907,3/2/2020,0.0193,*,0.0161,*,0.0354,*,1.0439,561,0.0303,*,*,*,10/2/2020,13h01,13h30,NA,,,,Bouin's Dried,
Emily & Murray,WBC,20/1/2020,63f,55,14h18,41.26,27.37,10.6324,7.2266,0.6762,2.2565,15h04,15h40,2.1162,3/2/2020,0.0171,*,0.0180,*,0.0351,*,2.0676,597,0.0343,*,*,*,10/2/2020,11h03,11h37,NA,,,,Bouin's Dried,
Emily & Murray,WBC,30/1/2020,82f,149,8h02,41.55,23.88,8.0721,5.0223,0.4842,2.1018,8h34,9h56,1.3798,4/2/2020,0.0195,*,0.0204,*,0.0399,*,1.3228,598,0.0339,*,*,*,10/2/2020,13h44,14h10,8,,,very dirty & membranes,,
Emily & Murray,WBC,30/1/2020,118f,130,8h02,41.97,27.58,11.5303,7.6400,0.7290,2.7213,8h40,9h59,2.3172,4/2/2020,0.0191,*,0.0232,*,0.0423,*,2.2598,533,0.0305,*,*,*,10/2/2020,14h18,14h47,NA,,,,Bouin's Dried,
Emily & Murray,WBC,30/1/2020,87f,66,8h02,43.49,26.20,10.6264,7.1706,0.6907,2.3177,8h46,10h01,2.3078,4/2/2020,0.0168,*,0.0208,*,0.0376,*,2.2399,491,0.0285,*,*,*,17/2/2020,10h02,10h23,6,,,,,
Emily,*,30/1/2020,126f,229,8h02,39.46,23.37,9.5841,6.4800,0.7230,2.0336,8h52,10h02,1.9733,4/2/2020,0.0190,*,0.0237,*,0.0427,*,1.9199,520,0.0305,*,*,*,11/2/2020,9h35,9h55,NF,,,oily,,
Emily,*,30/1/2020,118f,131,8h02,40.07,24.94,9.8360,6.2277,0.6470,2.0324,8h58,10h05,1.7336,4/2/2020,0.0286,*,0.0332,*,0.0618,*,1.6690,578,0.0325,*,*,*,11/2/2020,9h57,10h09,11,,,salt grains,,
Emily & Murray,WBC,30/1/2020,137f,161,8h59,34.58,22.03,5.8989,3.7660,0.3762,1.5584,9h22,11h28,1.1206,4/2/2020,0.0103,*,0.0163,*,0.0266,*,1.0838,580,0.0349,*,*,*,10/2/2020,15h00,15h36,4,,,,,
Emily,*,30/1/2020,177f,414,8h59,38.52,25.46,9.1520,5.9532,0.6400,2.1612,9h32,11h31,1.4149,4/2/2020,0.0169,*,0.0223,*,0.0392,*,1.3703,605,0.0297,*,*,*,11/2/2020,10h10,10h24,11,,,,,
Emily & Murray,WBC,30/1/2020,236f,43,8h59,36.76,21.40,5.3191,3.2216,0.4420,1.3395,9h38,11h32,1.1118,5/2/2020,0.0102,*,0.0121,*,0.0223,*,1.0803,616,0.0353,*,*,*,17/2/2020,7h49,8h32,S,,,,,
Emily,*,30/1/2020,157f,39,8h59,38.26,22.63,7.9635,4.9325,0.5607,1.9101,9h47,11h33,1.5084,5/2/2020,0.0123,*,0.0187,*,0.0310,*,1.4700,535,0.0284,*,*,*,11/2/2020,8h34,8h56,4,,,oily,,
Emily,*,30/1/2020,209f,67,8h59,39.74,23.43,6.9135,4.2540,0.5380,1.7021,9h52,11h37,1.3338,5/2/2020,0.0114,*,0.0186,*,0.0300,*,1.3005,598,0.0325,*,*,*,11/2/2020,10h44,10h58,4,,,,,
Emily & Murray,WBC,30/1/2020,209f,63,10h10,42.84,27.87,10.8467,7.6608,0.7755,2.1658,10h57,13h09,2.7175,5/2/2020,0.0209,*,0.0273,*,0.0482,*,2.6494,556,0.0345,*,*,*,17/2/2020,10h34,10h55,6,,missing pleopod,,,
Emily,*,30/1/2020,114f,281,10h10,40.85,27.61,11.3756,7.5519,0.7929,2.5819,11h07,13h10,1.8707,5/2/2020,0.0343,*,0.0250,*,0.0593,*,1.8077,593,0.0334,*,*,*,11/2/2020,10h25,10h40,9,,,salt grains,,
Emily & Murray,WBC,30/1/2020,165f,3,10h10,42.11,25.72,11.5591,7.3578,0.9346,2.5363,11h12,13h11,2.0810,5/2/2020,0.0233,*,0.0280,*,0.0513,*,2.0103,528,0.0349,*,*,*,17/2/2020,11h05,11h28,NA,,,,Bouin's Dried,
Emily,*,30/1/2020,145A2,51,10h10,42.24,27.32,12.8966,8.2378,0.6938,3.1338,11h25,13h12,2.4602,4/2/2020,0.0384,*,0.0305,*,0.0689,*,2.3795,577,0.0342,*,*,*,11/2/2020,9h18,9h33,4,,missing setae & loose eggs,,,
Emily & Murray,WBC,30/1/2020,155f,45,10h10,44.68,27.06,12.9869,8.4385,1.0124,2.7800,11h30,13h17,2.4658,10/2/2020,0.0204,*,0.0302,*,0.0506,*,2.3883,545,0.0337,*,*,*,17/2/2020,11h40,11h58,4,,,,,
Emily & Murray,WBC,30/1/2020,100f,77,13h21,47.03,27.67,10.4241,6.2699,0.7677,3.0185,13h43,15h03,2.0933,11/2/2020,0.0248,*,0.0366,*,0.0614,*,1.9991,564,0.0324,*,*,*,17/2/2020,13h19,13h41,NF,,,salt grains & parasites,,
Emily,*,30/1/2020,180f,53,13h21,40.84,28.53,17.4843,12.9067,0.8645,2.9743,13h53,15h06,3.4254,10/2/2020,0.0362,*,0.0349,*,0.0711,*,3.3314,500,0.0308,*,*,*,17/2/2020,13h30,13h47,4,,,,,
Emily,*,30/1/2020,169f,65,13h21,44.17,27.91,11.2797,6.6864,0.9407,2.0975,13h59,15h08,1.9507,11/2/2020,0.0229,*,0.0260,*,0.0489,*,1.8884,546,0.0340,*,*,*,17/2/2020,11h36,11h53,4,,,,,
Emily & Murray,*,30/1/2020,114f,266,13h21,38.62,25.10,7.7505,4.9843,0.6291,1.7596,14h08,15h09,1.6036,11/2/2020,0.0147,*,0.0212,*,0.0359,*,1.5522,515,0.0293,*,*,*,17/2/2020,13h53,14h20,4,,,,,
Emily & Murray,*,30/1/2020,180f,54,13h21,40.56,27.03,10.3795,6.5086,0.7910,2.6665,14h13,15h11,1.8780,5/2/2020,0.0187,*,0.0229,*,0.0416,*,1.8234,583,0.0364,*,*,*,17/2/2020,14h31,14h55,6,,,,,
Emily,*,30/1/2020,86f,38,14h14,41.91,25.32,12.0603,8.3530,0.9306,2.4668,14h36,15h13,2.5608,5/2/2020,0.0337,*,0.0302,*,0.0639,*,2.4913,573,0.0317,*,*,*,11/2/2020,9h00,9h16,8,,,,,
Emily,*,30/1/2020,171f,34,14h14,39.01,22.60,10.5298,7.6179,0.5844,2.0440,14h45,15h48,2.3656,7/2/2020,0.0270,*,0.0247,*,0.0517,*,2.2978,535,0.0361,*,*,*,17/2/2020,14h10,14h26,4,,,,,
Emily,*,30/1/2020,193f,55,14h14,35.57,20.16,3.6419,1.8601,0.3706,1.1046,14h52,15h50,0.5994,7/2/2020,0.0068,*,0.0104,*,0.0172,*,0.5780,522,0.0272,*,*,*,17/2/2020,13h48,14h08,4,,,,,
Emily,*,30/1/2020,60f,32,14h14,46.00,32.17,14.9676,9.8725,1.1610,3.3414,14h58,15h54,3.0040,10/2/2020,0.0388,*,0.0375,*,0.0763,*,2.9145,546,0.0313,*,*,*,13/2/2020,14h27,14h47,4,,,,,
Emily,*,30/1/2020,152f,55,14h14,41.07,26.55,11.9681,7.9572,0.7847,2.7918,15h02,15h55,2.3193,7/2/2020,0.0226,*,0.0280,*,0.0506,*,2.2500,530,0.0329,*,*,*,13/2/2020,13h43,14h04,4,,,oily,,
Emily & Murray,*,6/2/2020,135f,87,8h10,38.41,24.39,9.8434,6.9835,0.4764,1.9222,8h40,10h45,2.5301,12/2/2020,0.0343,*,0.0227,*,0.0507,*,2.4611,579,0.0362,*,*,*,17/2/2020,15h31,15h51,4,,,parasites,,
Emily,*,6/2/2020,218f,33,8h10,47.55,31.58,19.9397,14.2990,0.9742,3.6062,8h52,10h46,3.4701,12/2/2020,0.0905,*,0.0518,*,0.1423,*,3.3006,563,0.0360,*,*,*,13/2/2020,13h18,13h31,9,,lots of loose eggs,very dirty & membranes & parasites,,
Emily & Murray,*,6/2/2020,168f,95,8h10,41.96,27.49,13.3792,8.7755,0.9322,2.7273,9h00,10h48,2.5660,12/2/2020,0.0222,*,0.0286,*,0.0508,*,2.4809,538,0.0313,*,*,*,17/2/2020,15h03,15h23,5,,,oily & parasites,,
Emily,*,6/2/2020,153f,26,8h10,42.64,27.25,15.8469,10.7717,0.8751,2.9622,9h10,10h51,2.5294,11/2/2020,0.0201,*,0.0228,*,0.0429,*,2.4431,524,0.0328,*,*,*,13/2/2020,14h51,15h03,9,,,lost some residue/pleopod ,,
Emily,*,6/2/2020,152f,54,8h10,42.08,26.46,10.2108,6.6148,0.8005,2.2128,9h16,10h53,2.1011,12/2/2020,0.0247,*,0.0244,*,0.0491,*,2.0427,550,0.0350,*,*,*,17/2/2020,13h09,13h26,6,,,,,
Emily & Murray,*,6/2/2020,20f,15,9h16,44.24,26.91,12.9200,7.7831,0.9975,3.7992,9h43,10h57,2.4554,11/2/2020,0.0314,*,0.0408,*,0.0722,*,2.3547,547,0.0312,*,*,*,18/2/2020,7h43,8h05,8 F,,,parasites,fertilized but develop not clear,
Emily,*,6/2/2020,138f,37,9h16,37.82,24.00,11.2952,7.9175,0.5876,2.2911,9h50,10h58,1.9284,7/2/2020,0.0382,*,0.0234,*,0.0616,*,1.8450,518,0.0268,*,*,*,13/2/2020,14h06,14h24,8,,,parasites,,
Emily,*,6/2/2020,29f,64,9h16,35.34,23.33,6.0934,3.5476,0.3948,1.4323,9h56,11h01,1.1936,17/2/2020,0.0124,*,0.0153,*,0.0277,*,1.1594,551,0.0311,*,*,*,18/2/2020,10h55,11h09,4,,,,,
Emily & Murray,*,6/2/2020,177f,116,9h16,48.01,31.42,17.0495,10.4460,0.8809,4.7827,10h07,11h03,2.3756,13/2/2020,0.0395,*,0.0360,*,0.0755,*,2.2517,627,0.0352,*,*,*,18/2/2020,8h14,8h33,10,,lots of loose eggs,very dirty & membranes & parasites,,
Emily,*,6/2/2020,65f,5,9h16,41.92,26.56,9.5319,5.6193,0.8894,2.2628,10h12,11h03,1.4827,13/2/2020,0.0199,*,0.0296,*,0.0495,*,1.4200,593,0.0331,*,*,*,18/2/2020,10h27,10h38,9,,,,,
Emily,*,6/2/2020,183f,92,11h08,44.53,27.66,9.6291,5.9504,0.8007,2.4950,11h30,15h09,1.5947,13/2/2020,0.0159,*,0.0194,*,0.0353,*,1.5507,501,0.0285,*,*,*,18/2/2020,10h39,10h52,4,,,,,
Emily & Murray,*,6/2/2020,221A3,187,11h08,45.80,29.83,12.1232,7.7398,1.0166,3.0175,11h37,15h10,2.4180,13/2/2020,0.0382,*,0.0369,*,0.0751,*,2.3178,513,0.0314,*,*,*,18/2/2020,8h46,9h02,9,,,very dirty & salt grains,,
Emily,*,6/2/2020,126f,228,11h08,41.06,25.38,9.3716,6.0169,0.7617,2.0633,11h46,15h12,1.5866,13/2/2020,0.0297,*,0.0274,*,0.0571,*,1.5193,647,0.0379,*,*,*,18/2/2020,11h28,11h41,8,,lots of loose eggs,parasites,,
Emily,*,6/2/2020,71,93,11h08,38.92,25.15,9.3892,5.6143,0.6040,1.9423,11h54,15h16,1.7220,17/2/2020,0.0195,*,0.0199,*,0.0394,*,1.6672,551,0.0338,*,*,*,18/2/2020,11h11,11h27,4,,missing setae,parasites,,
Emily & Murray,*,6/2/2020,178f,102,11h08,35.10,22.51,8.1062,5.9466,0.3540,1.3716,12h00,15h20,1.7238,19/2/2020,*,*,*,*,0.0316,1/4/2020,1.5831,488,0.0307,*,*,*,1/4/2020,*,*,4,,missing setae,dropped,,
Emily & Murray,*,6/2/2020,87,67,13h13,42.29,26.25,5.3561,1.9589,0.6017,2.3456,14h09,15h22,0.6458,18/2/2020,0.0094,*,0.0282,*,0.0376,*,0.6078,498,0.0300,*,*,*,3/3/2020,*,*,NF,,lots of loose eggs & 1/3 eggs missing,parasites,,
Emily & Murray,*,6/2/2020,56f,17,13h13,49.93,32.65,22.4593,16.1036,1.2575,4.1152,14h22,15h26,4.8370,18/2/2020,0.0566,*,0.0562,*,0.1128,*,4.7214,588,0.0313,*,*,*,3/3/2020,*,*,7,,,parasites,,
Murray,*,6/2/2020,73f,6,13h13,54.69,34.29,24.1595,16.7953,1.8344,4.5551,14h34,15h28,5.1557,18/2/2020,0.0488,*,0.0877,*,0.1365,*,5.0082,491,0.0277,*,*,*,25/2/2020,11h15,11h31,6,,,,,
Murray,*,6/2/2020,64,37,13h13,45.07,28.75,13.7648,9.3053,0.6889,2.7376,14h47,15h30,2.7806,18/2/2020,0.0332,*,0.0361,*,0.0693,*,2.7111,578,0.0304,*,*,*,25/2/2020,11h41,11h58,NF,,missing setae ,parasites,,
Emily & Murray,*,6/2/2020,17f,38,13h13,45.51,29.95,16.6708,10.7438,0.9536,3.5688,15h03,15h40,3.3920,17/2/2020,0.0408,*,0.0398,*,0.0806,*,3.2988,493,0.0298,*,*,*,3/3/2020,*,*,5,,,parasites,,
Emily & Murray,*,14/2/2020,58f,59,7h48,48.47,30.12,21.6841,16.4534,1.3413,3.2290,8h40,10h17,4.4490,20/2/2020,0.0495,*,0.0563,*,0.1058,*,4.3234,527,0.0300,*,*,*,25/2/2020,10h08,10h25,6,,lots of loose eggs,very dirty,,
Emily,*,14/2/2020,75f,81,7h48,44.11,29.53,10.5023,6.2975,1.0153,2.7171,8h50,10h18,1.9892,19/2/2020,0.0363,*,0.0331,*,0.0694,*,1.9103,579,0.0319,*,*,*,3/3/2020,*,*,8,,lots of loose eggs,,,
Emily & Murray,*,14/2/2020,172f,123,7h48,41.94,26.77,9.4827,6.2030,0.6822,2.1458,8h59,10h20,1.7716,19/2/2020,0.0344,*,0.0280,*,0.0624,*,1.7004,587,0.0329,*,*,*,25/2/2020,9h13,9h32,9,,,salt grains,,
Emily & Murray,*,14/2/2020,101f,572,7h48,42.74,29.93,11.2367,7.3825,0.9476,2.3757,9h08,10h21,2.1757,19/2/2020,0.0215,*,0.0285,*,0.0500,*,2.1042,547,0.0301,*,*,*,25/2/2020,8h30,8h55,4,,,salt grains,,
Emily & Murray,*,14/2/2020,33f,155,7h48,36.32,24.77,6.6738,3.8990,0.4713,1.7500,9h12,10h23,1.2892,19/2/2020,0.0129,*,0.0199,*,0.0328,*,1.2435,576,0.0292,*,*,*,25/2/2020,9h42,9h59,5,,,,,
Emily & Murray,*,14/2/2020,178f,104,9h15,40.23,25.68,9.0603,5.9451,0.6970,2.0965,9h45,11h21,1.8616,19/2/2020,0.0148,*,0.0208,*,0.0356,*,1.8145,553,0.0335,*,*,*,25/2/2020,10h35,10h57,5,,,,,
Emily & Murray,*,14/2/2020,38A1,230,9h15,46.75,27.14,12.5892,7.8277,1.0745,2.9567,9h51,11h22,2.1987,19/2/2020,0.0273,*,0.0287,*,0.0560,*,2.1311,503,0.0274,*,*,*,25/2/2020,13h16,13h31,6,,,,,
Emily & Murray,*,14/2/2020,55f,5,9h15,41.06,26.78,10.9478,6.9175,0.7428,2.6742,9h58,11h23,1.7785,21/2/2020,0.0297,*,0.0255,*,0.0552,*,1.7171,483,0.0312,*,*,*,25/2/2020,13h39,13h57,F,,,parasites,fertilized but develop not clear,
Emily,*,14/2/2020,168f,79,9h15,35.64,22.20,9.8568,7.1753,0.4492,1.6460,10h08,11h26,1.8267,20/2/2020,0.0338,*,0.0165,*,0.0503,*,1.7705,477,0.0297,*,*,*,28/2/2020,*,*,9,,lots of loose eggs,parasites,,
Emily,*,14/2/2020,12f,51,9h15,49.08,30.40,18.0269,11.0223,1.5220,3.4707,10h16,11h26,3.0273,20/2/2020,0.0443,*,0.0548,*,0.0991,*,2.9198,508,0.0308,*,*,*,28/2/2020,*,*,9,,lots of loose eggs,,,
Emily & Murray,*,14/2/2020,164f,277,10h25,42.50,27.76,12.0428,7.4932,0.9651,3.1252,10h50,13h27,1.0022,20/2/2020,0.0279,*,0.0264,*,0.0543,*,1.9335,554,0.0307,*,*,*,25/2/2020,14h07,14h26,6,,,oily & membranes,,
Emily,*,14/2/2020,82f,151,10h25,37.88,24.25,7.8500,5.2279,0.5343,1.5538,10h58,13h32,1.4987,20/2/2020,0.0251,*,0.0190,*,0.0441,*,1.4519,512,0.0305,*,*,*,3/3/2020,*,*,8,,missing 1 setae,,,
Emily,*,14/2/2020,11f,19,10h25,39.34,27.28,8.5679,5.4897,0.5608,2.1397,11h04,13h46,1.6384,20/2/2020,0.0176,*,0.0212,*,0.0388,*,1.5975,503,0.0394,*,*,*,3/3/2020,*,*,6,,,parasites,,
Emily,Min,14/2/2020,13f,34,10h25,44.23,28.64,10.8653,6.6411,0.8958,2.3935,11h12,13h50,2.1343,20/2/2020,0.0252,*,0.0272,*,0.0524,*,2.0783,495,0.0312,*,*,*,*,*,*,7,,,,,
Emily,Min,14/2/2020,5f,429,10h25,51.29,31.58,19.3116,11.5721,1.7649,3.8860,11h19,13h56,3.4393,24/2/2020,0.0891,25/2/2020,0.0167,27/2/2020,0.1058,*,3.3425,673,0.0375,3.2979,561,0.0314,*,*,*,9,,,,,
Emily & Murray,*,14/2/2020,15f,26,13h25,44.05,28.16,12.4508,7.9253,0.8552,3.0960,13h55,15h27,2.4826,21/2/2020,0.0405,*,0.0229,*,0.0634,*,2.4033,562,0.0351,*,*,*,*,*,*,6,,,oily,,
Emily,Min,14/2/2020,17f,37,13h25,43.00,26.52,10.2718,5.9447,0.7625,2.8274,14h02,15h27,1.5967,24/2/2020,0.0335,25/2/2020,0.0033,28/2/2020,0.0368,*,1.5628,492,0.0293,1.5472,505,0.0296,*,*,*,6,,,,,
Emily & Murray,Min,14/2/2020,172f,124,13h25,40.63,25.82,8.9902,5.4615,0.6727,2.1008,14h11,15h29,1.6577,24/2/2020,0.0371,25/2/2020,0.0045,4/3/2020,0.0416,*,1.6176,567,0.0335,1.6019,528,0.0311,*,*,*,4,,,,,
Emily,*,14/2/2020,191A1,145,13h25,42.44,27.65,16.1700,11.6833,0.8415,2.6827,14h19,15h29,2.9888,21/2/2020,0.0448,*,0.0294,*,0.0742,*,2.8981,569,0.0321,*,*,*,*,*,*,9,,lots of loose eggs,,,
Emily & Murray,Min,14/2/2020,37f,69,13h25,47.32,29.36,16.0865,8.7575,1.1200,3.2470,14h26,15h32,2.8897,24/2/2020,0.0640,25/2/2020,0.0074,4/3/2020,0.0714,*,2.8225,538,0.0314,2.7858,538,0.0310,*,*,*,5,,,,,
Emily & Murray,Min,14/2/2020,3f,7,14h25,54.97,34.60,21.2987,14.7345,1.7401,4.3158,14h57,15h38,4.1444,24/2/2020,0.0778,26/2/2020,0.0252,4/3/2020,0.1030,*,4.0506,546,0.0321,4.0092,527,0.0304,*,*,*,7,,,,,
Emily & Murray,Min,14/2/2020,10f,43,14h25,43.27,27.44,14.0539,10.0897,0.8704,2.5199,15h03,15h40,2.8455,24/2/2020,0.0659,26/2/2020,0.0070,4/3/2020,0.0729,*,2.7715,498,0.0329,2.7595,506,0.0327,*,*,*,8,,,,,
Emily & Murray,Min,14/2/2020,15f,18,14h25,50.51,35.33,25.5992,17.9743,1.4630,4.9478,15h10,15h42,5.8437,24/2/2020,0.1266,26/2/2020,0.0215,4/3/2020,0.1481,*,5.7071,460,0.0314,5.6458,481,0.0311,*,*,*,5,,lots of loose eggs,oily & very dirty,,
Emily,Min,14/2/2020,13f,16,14h25,49.06,32.36,23.1004,16.1456,1.3164,4.0071,15h17,16h02,4.5103,24/2/2020,0.0902,25/2/2020,0.0274,27/2/2020,0.1176,*,4.4145,465,0.0288,4.3533,543,0.0321,*,*,*,8,,lots of loose eggs,parasites,,
Emily & Murray,Min,14/2/2020,14A1,15,14h25,40.78,26.70,12.1625,6.9776,0.6424,2.8843,15h24,16h05,1.8359,24/2/2020,0.0379,26/2/2020,0.0091,4/3/2020,0.0470,*,1.7897,643,0.0324,1.7695,645,0.0309,*,*,*,9,,lots of loose eggs & 1/2 of 1 pleopod missing,parasites,,
Emily,Min,21/2/2020,7f,18,8h49,47.73,29.43,18.0016,12.7832,0.9829,3.3935,9h22,10h53,3.4443,24/2/2020,0.0721,25/2/2020,0.0182,27/2/2020,0.0903,*,3.3693,469,0.0300,3.3164,489,0.0306,*,*,*,9,,lots of loose eggs,parasites,,
Emily & Murray,Min,21/2/2020,2f,79,8h49,45.14,26.64,13.0987,9.5621,0.8377,1.1882,9h28,10h53,2.9652,24/2/2020,0.0445,26/2/2020,0.0055,4/3/2020,0.0500,*,2.9144,506,0.0301,2.8841,523,0.0303,*,*,*,4,,,dropped,,
Emily,Min,21/2/2020,221A3,178,8h49,47.90,28.08,12.8927,8.0968,1.2454,2.8079,9h34,10h58,2.4237,24/2/2020,0.0510,25/2/2020,0.0034,28/2/2020,0.0544,*,2.3717,511,0.0317,2.3492,531,0.0324,*,*,*,4,,,oily,,
Emily & Murray,Min,21/2/2020,37f,54,8h49,43.23,27.39,12.9080,7.9312,0.9262,2.7959,9h42,10h59,2.2254,24/2/2020,0.0543,26/2/2020,0.0053,4/3/2020,0.0596,*,2.1626,520,0.0310,2.1483,529,0.0308,*,*,*,8,,lots of loose eggs,,,
Emily & Murray,Min,21/2/2020,8f,41,8h49,46.58,30.02,14.8309,9.2776,1.2143,3.2065,9h51,11h02,2.8293,24/2/2020,0.0732,26/2/2020,0.0091,4/3/2020,0.0823,*,2.7451,485,0.0325,2.7191,501,0.0327,*,*,*,5,,,,,
Emily,Min,21/2/2020,10f,77,9h51,40.26,27.01,9.4648,5.8601,0.8702,2.4002,10h15,12h56,1.6895,24/2/2020,0.0465,25/2/2020,0.0034,28/2/2020,0.0499,*,1.6400,500,0.0294,1.6241,492,0.0295,*,*,*,6,,,,,
Emily,Min,21/2/2020,89f,30,9h51,37.60,24.10,8.9485,6.0560,0.7660,1.7807,10h21,13h00,1.6205,24/2/2020,0.0353,25/2/2020,0.0039,27/2/2020,0.0392,*,1.5808,592,0.0332,1.5658,535,0.0304,*,*,*,7,,,,,
