"date","tow.id","tow.number","crab.number","sampler","process","carapace.width","abdomen.width","abdomen.height","shell.condition","egg.development","egg.weight","egg.colour","gonad.colour","egg.colour.L","egg.colour.a","egg.colour.b","egg.weight.sample","egg.count.sample","egg.weight.2","egg.weight.sample.2","egg.count.sample.2","date.measured","date.counting","start.time.counting","end.time.counting","rinse.start.time","rinse.end.time","comment.egg.development","comment.rinsing","comments.cleaning"
"2019-08-23","GP062F",7,55,"Emily & Murray","Weighed before counting",59.33,40.64,24.84,2,"4",1.9488,2,"orange",44.07,25.81,45.93,0.0286,518,NA,NA,NA,"2020-01-17","2020-01-31","10:09:00","10:40:00","14:02:00","15:04:00","","",""
"2019-08-23","GP087F",10,66,"Emily & Murray","Weighed before counting",62.77,43.49,26.2,2,"6",2.2399,1,"beige",44.23,28.62,47.24,0.0285,491,NA,NA,NA,"2020-01-30","2020-02-17","10:02:00","10:23:00","08:46:00","10:01:00","","",""
"2019-08-23","GP087F",10,67,"Emily & Murray","",61.93,42.29,26.25,4,"NF",0.6078,2,"beige",40.42,20.1,39.97,0.03,498,NA,NA,NA,"2020-02-06","2020-03-03","","","14:09:00","15:22:00","Not fertilized","lots of loose eggs & 1/3 eggs missing","parasites"
"2019-08-23","GP100F",11,76,"Murray","Weighed before counting",62,42.89,27.83,2,"4",2.0698,2,"orange",43.17,29.87,49.55,0.0332,575,NA,NA,NA,"2020-01-20","2020-01-31","07:58:00","08:23:00","11:46:00","13:03:00","","",""
"2019-08-23","GP100F",11,77,"Emily & Murray","Weighed before counting",63.86,47.03,27.67,4,"NF",1.9991,2,"beige",40.64,30.25,44.82,0.0324,564,NA,NA,NA,"2020-01-30","2020-02-17","13:19:00","13:41:00","13:43:00","15:03:00","Not fertilized","","salt grains & parasites"
"2019-08-24","GP118F",1,130,"Emily & Murray","Weighed before counting",60.92,41.97,27.58,2,"",2.2598,2,"orange",46.75,31.91,52.18,0.0305,533,NA,NA,NA,"2020-01-30","2020-02-10","14:18:00","14:47:00","08:40:00","09:59:00","Bouin's Dried","",""
"2019-08-24","GP118F",1,131,"Emily","",56.12,40.07,24.94,3,"11",1.669,2,"orange",36.46,27.09,30.62,0.0325,578,NA,NA,NA,"2020-01-30","2020-02-11","09:57:00","10:09:00","08:58:00","10:05:00","","","salt grains"
"2019-08-24","GP157F",3,39,"Emily","",54.54,38.26,22.63,2,"4",1.47,1,"beige",45.62,30.74,52.08,0.0284,535,NA,NA,NA,"2020-01-30","2020-02-11","08:34:00","08:56:00","09:47:00","11:33:00","","","oily"
"2019-08-24","GP172F",4,123,"Emily & Murray","",59.68,41.94,26.77,3,"9",1.7004,2,"orange",36.76,26.18,28.82,0.0329,587,NA,NA,NA,"2020-02-14","2020-02-25","09:13:00","09:32:00","08:59:00","10:20:00","","","salt grains"
"2019-08-24","GP172F",4,124,"Emily & Murray","Min",58.23,40.63,25.82,2,"4",1.6176,1,"orange",43.11,30.63,49.48,0.0335,567,1.6019,0.0311,528,"2020-02-14","","","","14:11:00","15:29:00","","",""
"2019-08-24","GP183F",5,91,"Emily & Murray","",56.29,38.65,25.23,4,"11",2.1847,2,"orange",35.54,23.32,28.04,0.0349,527,NA,NA,NA,"2020-01-20","2020-01-29","08:23:00","08:46:00","11:18:00","12:59:00","","lots of loose eggs",""
"2019-08-24","GP183F",5,92,"Emily","",61.89,44.53,27.66,2,"4",1.5507,2,"beige",45.09,32.68,50.3,0.0285,501,NA,NA,NA,"2020-02-06","2020-02-18","10:39:00","10:52:00","11:30:00","15:09:00","","",""
"2019-08-25","GP201A2",3,39,"Emily & Murray","Weighed before counting",44.12,30.48,19.39,2,"",0.7224,2,"orange",44.22,32.17,49.2,0.032,542,NA,NA,NA,"2020-01-17","2020-01-31","09:20:00","09:52:00","11:37:00","13:19:00","Bouin's Dried","",""
"2019-08-25","GP217F",5,37,"Emily","",52.12,37.73,20.59,2,"",1.0904,2,"orange",41.81,32.36,46.32,0.0294,512,NA,NA,NA,"2020-01-17","2020-02-03","14:03:00","14:25:00","14:55:00","15:39:00","Bouin's Dried","","oily"
"2019-08-25","GP218F",6,33,"Emily","",69.3,47.55,31.58,4,"9",3.3006,2,"orange",40.06,23.04,30.26,0.036,563,NA,NA,NA,"2020-02-06","2020-02-13","13:18:00","13:31:00","08:52:00","10:46:00","","lots of loose eggs","very dirty & membranes & parasites"
"2019-08-25","GP218F",6,51,"Emily","",49.81,34.61,21,2,"NF",1.07,2,"orange",44.49,33.17,48.17,0.0266,540,NA,NA,NA,"2020-01-17","2020-02-03","15:06:00","15:24:00","11:50:00","13:15:00","Not fertilized","",""
"2019-08-25","GP236F",7,26,"Emily & Murray","Weighed before counting",76.48,55.69,35.04,4,"S",4.9132,2,"orange",46.59,27.87,49.33,0.0385,589,NA,NA,NA,"2020-01-17","2020-01-31","08:42:00","09:05:00","14:19:00","15:07:00","Irregular spotting in eggs/Dev not clear","","salt grains"
"2019-08-25","GP236F",7,43,"Emily & Murray","Weighed before counting",50.98,36.76,21.4,2,"S",1.0803,2,"orange",65.13,8.57,12.43,0.0353,616,NA,NA,NA,"2020-01-30","2020-02-17","07:49:00","08:32:00","09:38:00","11:32:00","Irregular spotting in eggs/Dev not clear","",""
"2019-08-25","GP209F",8,63,"Emily & Murray","Weighed before counting",62.07,42.84,27.87,4,"6",2.6494,2,"orange",47.09,27.62,49.36,0.0345,556,NA,NA,NA,"2020-01-30","2020-02-17","10:34:00","10:55:00","10:57:00","13:09:00","","missing pleopod",""
"2019-08-25","GP209F",8,67,"Emily","",55.62,39.74,23.43,2,"4",1.3005,2,"beige",43.71,29.99,49.04,0.0325,598,NA,NA,NA,"2020-01-30","2020-02-11","10:44:00","10:58:00","09:52:00","11:37:00","","",""
"2019-08-25","GP204F",9,41,"Emily","",55.47,38.7,25.07,3,"11",1.358,2,"orange",36.22,25.13,24.28,0.0305,566,NA,NA,NA,"2020-01-17","2020-01-29","11:09:00","11:21:00","14:29:00","15:17:00","","lots of loose eggs",""
"2019-08-25","GP204F",9,43,"Emily & Murray","Weighed before counting",61.95,32.6,21.29,2,"4",0.9886,1,"orange",45.24,32.19,45.72,0.0302,548,NA,NA,NA,"2020-01-20","2020-02-10","10:23:00","10:52:00","13:42:00","15:03:00","","",""
"2019-08-25","GP193F",10,55,"Emily","",49.42,35.57,20.16,2,"4",0.578,2,"beige",41.51,31.73,46,0.0272,522,NA,NA,NA,"2020-01-30","2020-02-17","13:48:00","14:08:00","14:52:00","15:50:00","","",""
"2019-08-25","GP178F",11,102,"Emily & Murray","",48.59,35.1,22.51,3,"4",1.5831,2,"orange",46.24,30.56,50.29,0.0307,488,NA,NA,NA,"2020-02-06","2020-04-01","","","12:00:00","15:20:00","","missing setae","dropped"
"2019-08-25","GP178F",11,104,"Emily & Murray","",57.35,40.23,25.68,2,"5",1.8145,2,"orange",43.71,31.92,47.78,0.0335,553,NA,NA,NA,"2020-02-14","2020-02-25","10:35:00","10:57:00","09:45:00","11:21:00","","",""
"2019-08-25","GP168F",12,79,"Emily","",49.82,35.64,22.2,4,"9",1.7705,2,"orange",34.84,23.84,29.9,0.0297,477,NA,NA,NA,"2020-02-14","2020-02-28","","","10:08:00","11:26:00","","lots of loose eggs","parasites"
"2019-08-25","GP168F",12,95,"Emily & Murray","",63.02,41.96,27.49,2,"5",2.4809,2,"orange",43.98,31.91,44.66,0.0313,538,NA,NA,NA,"2020-02-06","2020-02-17","15:03:00","15:23:00","09:00:00","10:48:00","","","oily & parasites"
"2019-08-26","GP171F",1,34,"Emily","",57.66,39.01,22.6,4,"4",2.2978,2,"orange",45.09,31.69,47.03,0.0361,535,NA,NA,NA,"2020-01-30","2020-02-17","14:10:00","14:26:00","14:45:00","15:48:00","","",""
"2019-08-26","GP173F",2,41,"Emily","",61.73,44.65,27.5,4,"8",2.6506,2,"orange",38.79,26.11,33.75,0.0382,609,NA,NA,NA,"2020-01-17","2020-01-29","11:23:00","11:36:00","14:09:00","15:07:00","","","very dirty"
"2019-08-26","GP155F",3,45,"Emily & Murray","Weighed before counting",63.76,44.68,27.06,2,"4",2.3883,1,"orange",43.4,32.17,46.85,0.0337,545,NA,NA,NA,"2020-01-30","2020-02-17","11:40:00","11:58:00","11:30:00","13:17:00","","",""
"2019-08-26","GP145A2",6,51,"Emily","",58.22,42.24,27.32,4,"4",2.3795,2,"orange",43.97,29.65,46.59,0.0342,577,NA,NA,NA,"2020-01-30","2020-02-11","09:18:00","09:33:00","11:25:00","13:12:00","","missing setae & loose eggs",""
"2019-08-26","GP137F",7,161,"Emily & Murray","Weighed before counting",50.02,34.58,22.03,2,"4",1.0838,1,"orange",47.17,30.12,54.11,0.0349,580,NA,NA,NA,"2020-01-30","2020-02-10","15:00:00","15:36:00","09:22:00","11:28:00","","",""
"2019-08-26","GP131F",8,112,"Emily & Murray","Weighed before counting",56.52,39.2,25.09,4,"6",1.8435,2,"beige",44.8,28.37,42.54,0.0342,543,NA,NA,NA,"2020-01-20","2020-01-31","14:49:00","15:14:00","14:44:00","15:29:00","","",""
"2019-08-26","GP135F",9,86,"Emily & Murray","Weighed before counting",48.31,33.57,21.21,2,"",1.0403,1,"orange",44.73,30.96,47,0.0333,564,NA,NA,NA,"2020-01-20","2020-02-03","08:12:00","08:39:00","14:51:00","15:29:00","only 3 eggs in sample & dev not clear","",""
"2019-08-26","GP135F",9,87,"Emily & Murray","",55.46,38.41,24.39,3,"4",2.4611,2,"orange",43.07,33.06,46.27,0.0362,579,NA,NA,NA,"2020-02-06","2020-02-17","15:31:00","15:51:00","08:40:00","10:45:00","","","parasites"
"2019-08-26","GP144F",11,119,"Emily & Murray","Weighed before counting",54.17,44.85,22.85,2,"4",1.3957,2,"orange",44.98,30.16,49.34,0.0321,531,NA,NA,NA,"2020-01-20","2020-02-10","09:50:00","10:18:00","13:53:00","15:06:00","","","oily"
"2019-08-26","GP144F",11,121,"Emily","",58.86,41.07,26.77,3,"",1.7893,2,"orange",44.96,29.18,46.58,0.0283,517,NA,NA,NA,"2020-01-17","2020-02-03","11:25:00","11:41:00","14:49:00","15:35:00","Bouin's Dried","",""
"2019-08-26","GP111F",13,295,"Emily & Murray","",55.2,40.53,26.02,3,"",1.5865,2,"orange",35.89,26.98,30.16,0.0345,605,NA,NA,NA,"2020-01-20","2020-02-03","13:48:00","14:01:00","11:33:00","13:00:00","Bouin's Dried","","salt grains"
"2019-08-26","GP110F",14,52,"Emily","",52.03,36.89,24.68,4,"4",2.2285,2,"orange",44.5,27.95,46.78,0.0334,518,NA,NA,NA,"2020-01-17","2020-02-03","11:12:00","11:24:00","13:56:00","15:02:00","","",""
"2019-08-27","GP095F",1,88,"Emily","",58.22,40.09,25.51,3,"",1.708,2,"orange",44.52,30.21,49.85,0.0307,506,NA,NA,NA,"2020-01-17","2020-01-29","10:49:00","11:07:00","11:15:00","13:10:00","Bouin's Dried","","oily"
"2019-08-27","GP095F",1,89,"Emily","",59.3,40.4,25.88,2,"4",1.7004,2,"orange",43.4,33.01,47.82,0.031,529,NA,NA,NA,"2020-01-17","2020-02-03","14:28:00","14:45:00","11:10:00","13:15:00","","","oily"
"2019-08-27","GP063F",2,39,"Emily & Murray","Weighed before counting",49.22,34.09,21.57,3,"",1.0439,2,"orange",36.08,23.37,28.97,0.0303,561,NA,NA,NA,"2020-01-20","2020-02-10","13:01:00","13:30:00","14:58:00","15:40:00","Bouin's Dried","",""
"2019-08-27","GP063F",2,55,"Emily & Murray","Weighed before counting",62.43,41.26,27.37,2,"",2.0676,2,"orange",42.42,29.39,44.53,0.0343,597,NA,NA,NA,"2020-01-20","2020-02-10","11:03:00","11:37:00","15:04:00","15:40:00","Bouin's Dried","",""
"2019-08-27","GP070A1",4,124,"Emily","",51.94,36.77,23.54,4,"",1.9066,2,"orange",43.35,29.12,44.25,0.0334,549,NA,NA,NA,"2020-01-17","2020-02-03","14:45:00","15:04:00","11:03:00","13:12:00","Bouin's Dried","",""
"2019-08-27","GP070A1",4,139,"Emily","",52.82,35.86,23.37,2,"NF",1.168,2,"orange",42.78,30.24,48.45,0.03,523,NA,NA,NA,"2020-01-20","","13:25:00","13:41:00","14:00:00","15:09:00","Not fertilized","",""
"2019-08-27","GP093A2",7,68,"Murray","less clean & Weighed before counting",57.99,37.78,25.19,4,"9",1.6744,2,"orange",36.08,17.88,20.54,0.029,532,NA,NA,NA,"2019-12-20","","14:28:00","14:50:00","14:51:00","15:22:00","","missing pleopod","dropped"
"2019-08-27","GP093A2",7,69,"Emily","",62.12,44.22,28.46,2,"",1.9516,2,"orange",44,29.71,45.09,0.0321,523,NA,NA,NA,"2020-01-17","2020-02-03","10:56:00","11:10:00","10:45:00","13:07:00","Bouin's Dried","",""
"2019-08-27","GP102F",10,93,"Emily & Murray","Weighed before counting",64.8,48.92,29.3,4,"NF",3.7086,2,"orange",43.38,25.32,43.81,0.0361,566,NA,NA,NA,"2020-01-17","2020-01-31","11:10:00","11:37:00","11:43:00","13:19:00","Not fertilized","","very dirty"
"2019-08-27","GP102F",10,94,"Emily","",59,41.13,26.89,2,"",1.5511,2,"orange",43.77,29,49.34,0.0292,498,NA,NA,NA,"2020-01-17","2020-01-27","13:05:00","13:23:00","10:56:00","13:10:00","Bouin's Dried","",""
"2019-08-27","GP119F",11,94,"Murray","less clean & Weighed before counting",57.14,39.58,27.02,2,"",1.5598,2,"orange",43.19,28.54,46.49,0.032,577,NA,NA,NA,"2019-12-20","","13:42:00","14:10:00","14:03:00","15:10:00","no sample taken","",""
"2019-08-27","GP119F",11,94,"Murray","less clean & Weighed before counting",57.14,39.58,27.02,2,"",1.5386,2,"orange",43.19,28.54,46.49,0.0297,535,NA,NA,NA,"2019-12-20","","10:34:00","11:04:00","14:03:00","15:10:00","","",""
"2019-08-28","GP132F",3,192,"Emily & Murray","Weighed before counting",60.46,42.54,23.86,3,"",1.9856,2,"orange",36.67,26.23,32.29,0.0329,567,NA,NA,NA,"2020-01-17","2020-01-31","14:12:00","14:37:00","15:05:00","15:43:00","Bouin's Dried","",""
"2019-08-28","GP132F",3,194,"Emily & Murray","Weighed before counting",46.42,41.54,22.46,2,"5",1.7642,1,"orange",45.23,28.64,49.43,0.0329,611,NA,NA,NA,"2020-01-20","2020-02-10","08:01:00","08:29:00","13:35:00","15:02:00","","",""
"2019-08-28","GP108F",4,21,"Murray","Weighed before counting",61.96,44.07,28.58,4,"",3.1575,2,"orange",33.39,21.47,23.88,0.0362,585,NA,NA,NA,"2020-01-20","2020-01-31","13:05:00","13:28:00","10:58:00","12:58:00","Bouin's Dried","","very dirty & salt grains"
"2019-08-28","GP104F",5,199,"Murray","Weighed before counting",70.6,48.24,32.78,4,"",3.1578,2,"orange",36.11,17.01,27.56,0.035,602,NA,NA,NA,"2019-12-20","","11:33:00","12:01:00","11:18:00","13:02:00","Bouin's Dried","",""
"2019-08-28","GP117A1",7,45,"Murray","Weighed before counting",57.77,42.05,26.64,4,"6",2.3807,1,"orange",43.36,25.16,45.8,0.0337,579,NA,NA,NA,"2019-12-20","2020-01-24","10:50:00","11:20:00","09:23:00","10:34:00","","","salt grains"
"2019-08-28","GP140F",8,260,"Emily & Murray","Weighed before counting",60.75,41.87,27.38,2,"4",1.8804,1,"orange",44.98,29.65,49.59,0.0324,525,NA,NA,NA,"2019-12-20","","13:51:00","14:15:00","10:31:00","12:57:00","","",""
"2019-08-28","GP140F",8,265,"Emily & Murray","less clean",66.05,42.64,20.51,3,"9",2.5507,2,"orange",36.22,24.95,30.36,0.0312,582,NA,NA,NA,"2019-12-20","","10:08:00","10:23:00","09:05:00","10:20:00","","","salt grains"
"2019-08-28","GP140F",8,265,"Emily & Murray","less clean",66.05,42.64,20.51,3,"",2.5421,2,"orange",36.22,24.95,30.36,0.0297,550,NA,NA,NA,"2019-12-20","","08:28:00","08:40:00","09:05:00","10:20:00","","",""
"2019-08-28","GP116F",9,207,"Murray","less clean & Weighed before counting",63.57,43.7,29.04,2,"",2.2088,1,"orange",47.62,30.85,53,0.0299,531,NA,NA,NA,"2019-12-20","","14:23:00","14:46:00","14:14:00","15:12:00","no sample taken","",""
"2019-08-28","GP116F",9,210,"Murray","less clean & Weighed before counting",55.17,39.01,25.45,4,"",2.2798,1,"orange",44.95,28.32,44.8,0.0378,541,NA,NA,NA,"2019-12-20","","09:33:00","10:03:00","11:44:00","13:07:00","Bouin's Dried","",""
"2019-08-28","GP116F",9,210,"Murray","less clean & Weighed before counting",55.17,39.01,25.45,4,"",2.2763,1,"orange",44.95,28.32,44.8,0.0423,615,NA,NA,NA,"2019-12-20","","11:16:00","11:45:00","11:44:00","13:07:00","","",""
"2019-08-28","GP146F",10,129,"Murray","less clean & Weighed before counting",57.93,40.13,26.57,2,"4",1.7977,1,"orange",46.45,29.02,50.88,0.037,552,NA,NA,NA,"","","10:15:00","10:46:00","13:53:00","15:07:00","","","oily"
"2019-08-28","GP146F",10,129,"Murray","less clean & Weighed before counting",57.93,40.13,26.57,2,"",1.7879,1,"orange",46.45,29.02,50.88,0.0348,515,NA,NA,NA,"","","08:04:00","08:28:00","13:53:00","15:07:00","","",""
"2019-08-29","GP161F",1,63,"Murray","less clean & Weighed before counting",59.85,41.89,27.16,3,"9",1.9808,2,"orange",38.72,24.37,30.58,0.0307,513,NA,NA,NA,"2019-12-20","","13:14:00","13:34:00","11:58:00","13:11:00","","",""
"2019-08-29","GP161F",1,63,"Murray","less clean & Weighed before counting",59.85,41.89,27.16,3,"",1.9739,2,"orange",38.72,24.37,30.58,0.0313,526,NA,NA,NA,"2019-12-20","","09:56:00","10:19:00","11:58:00","13:11:00","","",""
"2019-08-29","GP188F",2,70,"Murray","less clean & Weighed before counting",56.19,39.36,26.83,4,"11",1.1164,2,"orange",33.3,23.98,29.2,0.0353,630,NA,NA,NA,"2019-12-20","","10:55:00","11:31:00","14:59:00","15:31:00","","","salt grains"
"2019-08-29","GP188F",2,70,"Murray","less clean & Weighed before counting",56.19,39.36,26.83,4,"",1.1152,2,"orange",33.3,23.98,29.2,0.0278,508,NA,NA,NA,"2019-12-20","","08:41:00","09:04:00","14:59:00","15:31:00","","",""
"2019-08-29","GP188F",2,83,"Murray","less clean & Weighed before counting",59.34,43.18,24.92,2,"4",1.5378,1,"orange",44.94,30.14,48.17,0.0298,507,NA,NA,NA,"2019-12-20","","11:41:00","12:08:00","09:54:00","10:52:00","","",""
"2019-08-29","GP188F",2,83,"Murray","less clean & Weighed before counting",59.34,43.18,24.92,2,"",1.5318,1,"orange",44.94,30.14,48.17,0.0334,581,NA,NA,NA,"2019-12-20","","09:15:00","09:47:00","09:54:00","10:52:00","","",".0078g of setae removed"
"2019-08-29","GP190F",3,144,"Murray","less clean & Weighed before counting",62.79,42.24,26.83,3,"4",3.3056,1,"orange",47.1,27.4,50.52,0.0417,630,NA,NA,NA,"2019-12-20","","13:08:00","13:39:00","09:39:00","10:42:00","","",""
"2019-08-29","GP190F",3,151,"Emily & Murray","",55.17,39.61,25.69,2,"",1.7306,2,"orange",45.16,31.31,49.88,0.0352,552,NA,NA,NA,"2019-12-18","2020-01-23","10:15:00","10:28:00","15:17:00","15:52:00","Bouin's Dried","","salt grains"
"2019-09-09","GP308F",2,127,"Emily","",64.64,NA,NA,2,"5",1.8608,1,"beige",46.78,30.32,52.08,0.0352,623,NA,NA,NA,"","2020-01-02","16:10:00","16:24:00","","","","",""
"2019-09-09","GP321F",4,49,"Emily","",51.3,NA,NA,3,"4",1.2676,2,"orange",46.14,30.03,51.63,0.0288,571,NA,NA,NA,"","0019-12-13","12:58:00","01:23:00","","","","",""
"2019-09-09","GP321F",4,52,"Murray","",50.17,NA,NA,2,"7",1.227,1,"orange",43.24,28.8,47.19,0.0306,554,NA,NA,NA,"","2019-12-17","14:58:00","15:34:00","","","","",""
"2019-09-09","GP328F",5,32,"Emily","",61.35,42.4,27.94,3,"6",2.1709,2,"orange",40.41,27.05,37.22,0.0295,508,NA,NA,NA,"2019-12-16","","10:30:00","10:41:00","14:23:00","15:01:00","","",""
"2019-09-09","GP338F",6,30,"Emily & Murray","",52.05,36.8,25.06,2,"4",1.1115,2,"orange",43.71,29.36,48.52,0.0293,555,NA,NA,NA,"2019-12-17","2020-01-14","10:26:00","10:44:00","11:53:00","14:08:00","","pieces of setae",""
"2019-09-09","GP338F",6,31,"Murray","",65.65,NA,NA,3,"",2.4075,2,"orange",47.75,28.82,52.14,0.0308,573,NA,NA,NA,"2019-12-09","","13:05:00","13:36:00","","","","",""
"2019-09-09","GP337F",7,24,"Emily","less clean",66.24,46.44,29.25,3,"",2.7613,2,"",NA,NA,NA,0.0317,623,NA,NA,NA,"2019-12-17","","09:07:00","09:28:00","11:25:00","13:11:00","Bouin's Dried","",""
"2019-09-09","GP337F",7,24,"Emily","less clean",66.24,46.44,29.25,3,"",2.7596,2,"",NA,NA,NA,0.0323,622,NA,NA,NA,"2019-12-17","","09:37:00","09:53:00","11:25:00","13:11:00","","",""
"2019-09-09","GP337F",7,45,"Emily","",50.94,NA,NA,2,"4",1.1635,2,"orange",44.35,33.82,48.88,0.0337,577,NA,NA,NA,"","2020-01-03","10:15:00","10:30:00","","","","","very dirty & broken eggs"
"2019-09-10","GP345F",1,26,"Renee & Murray","",66.28,46.4,31.6,3,"8",3.4672,2,"orange",41.54,26.88,33.35,0.0331,604,NA,NA,NA,"2019-11-26","2020-01-10","14:11:00","14:55:00","11:22:00","12:30:00","","lots of loose eggs",".0163g of dry gonad removed from dry sample"
"2019-09-10","GP333F",7,91,"Renee & Murray","",65.42,48.16,30.83,4,"4",3.5101,2,"orange",44.22,29.81,45.21,0.0346,581,NA,NA,NA,"2019-11-26","2020-01-13","07:54:00","08:30:00","11:22:00","12:30:00","","",""
"2019-09-10","GP333F",7,101,"Emily","",52.84,NA,NA,2,"4",1.3557,2,"orange",45.68,30.73,49.76,0.0306,611,NA,NA,NA,"","0019-12-13","09:04:00","09:24:00","","","","",""
"2019-09-12","GP268F",2,112,"Emily","",57.4,NA,NA,2,"4",1.5836,2,"orange",47.08,30.08,47.04,0.0319,534,NA,NA,NA,"","2020-01-02","15:53:00","16:07:00","","","","",""
"2019-09-12","GP268F",2,113,"Murray","Weighed before counting",55.17,NA,NA,3,"NF",1.2996,2,"orange",48.1,28.95,52.06,0.0312,571,NA,NA,NA,"","2020-01-13","11:22:00","11:55:00","","","Not fertilized","lots of loose eggs",""
"2019-09-12","GP259F",3,49,"Emily","",70.45,NA,NA,2,"6",2.7385,2,"orange",44.05,33.72,48.18,0.0352,587,NA,NA,NA,"","2020-01-03","08:45:00","09:01:00","","","","",""
"2019-09-12","GP248F",4,196,"Emily & Murray","Weighed before counting",60.63,42.1,28.49,3,"",2.0964,2,"orange",44.22,31.88,45.73,0.0346,564,NA,NA,NA,"2019-12-16","2020-01-13","10:27:00","11:04:00","14:56:00","15:47:00","only 3 eggs in sample/stain not clear","lots of loose eggs","salt grains"
"2019-09-12","GP248F",4,200,"Emily","less clean",59.37,39.92,27.21,2,"4",1.6622,2,"orange",45.01,28.3,45.51,0.0315,556,NA,NA,NA,"2019-12-17","","08:40:00","09:02:00","11:21:00","13:06:00","","","oily"
"2019-09-12","GP248F",4,200,"Emily","less clean",59.37,39.92,27.21,2,"",1.6572,2,"orange",45.01,28.3,45.51,0.032,574,NA,NA,NA,"2019-12-17","","09:16:00","09:35:00","11:21:00","13:06:00","","",""
"2019-09-12","GP245F",5,26,"Emily & Murray","Weighed before counting",61.01,41.44,29.1,4,"9",2.757,2,"orange",37.81,20.56,27.24,0.0337,553,NA,NA,NA,"2019-12-16","","15:00:00","15:18:00","14:34:00","15:36:00","","lots of loose eggs",".0045g of dry gonad removed & salt grains"
"2019-09-13","GP215A2",8,185,"Emily","",55.98,NA,NA,2,"4",1.5842,1,"orange",45.11,30.6,48.43,0.0333,554,NA,NA,NA,"","2020-01-10","11:33:00","11:48:00","","","","",""
"2019-09-13","GP215A2",8,187,"Renee & Emily","",59.62,40.89,28.09,3,"4",1.7876,2,"orange",44.66,32.95,49.99,0.0332,532,NA,NA,NA,"2019-11-26","2020-01-14","09:49:00","10:04:00","11:22:00","12:30:00","","",""
"2019-09-13","GP210F",9,113,"Emily","",65.67,46.26,29.21,3,"9",2.5016,2,"orange",41.2,25.41,28.95,0.0344,604,NA,NA,NA,"2019-12-16","2020-01-14","09:33:00","09:47:00","14:48:00","15:44:00","","",""
"2019-09-13","GP210F",9,114,"Emily","",56.68,NA,NA,2,"4",1.3404,1,"orange",44.8,31.18,51.35,0.0388,734,NA,NA,NA,"","","15:23:00","16:03:00","","","","",""
"2019-09-13","GP229F",10,82,"Renee & Emily","",59.26,31.91,28.23,2,"4",1.64,2,"orange",45.03,31.56,48.21,0.0298,512,NA,NA,NA,"2019-11-26","2020-01-10","10:49:00","11:04:00","11:22:00","12:30:00","","",""
"2019-09-13","GP246F",11,23,"Emily","",58.29,NA,NA,2,"4",1.7553,1,"orange",46.06,32.3,52.62,0.037,612,NA,NA,NA,"2019-11-26","","10:58:00","11:42:00","11:22:00","12:30:00","","",""
"2019-09-13","GP244F",12,27,"Emily","",45.05,NA,NA,2,"S",NA,2,"orange",47.49,28.85,49.7,NA,NA,NA,NA,NA,"2019-12-04","","","","","","Irregular spotting in eggs/Dev not clear","","hard and compressed into 1 chunk/skipped"
"2019-09-14","GP252F",2,162,"Murray","Weighed before counting",59.22,NA,NA,2,"4",1.6926,2,"orange",44.54,29.87,45.51,0.0322,558,NA,NA,NA,"","2020-01-10","13:14:00","13:58:00","","","","",""
"2019-09-14","GP252F",2,226,"Emily","",66.1,NA,NA,3,"NF",2.3175,2,"orange",47.42,27.41,46.45,0.0321,555,NA,NA,NA,"","2019-12-17","09:22:00","09:37:00","","","Not fertilized","",""
"2019-09-14","GP263F",3,112,"Emily","less clean",61.55,45.49,29.07,4,"11",2.6357,2,"orange",37.41,21.3,25.15,0.0336,580,NA,NA,NA,"2019-12-17","","09:33:00","09:48:00","10:59:00","12:55:00","","lots of loose eggs","very dirty & membranes"
"2019-09-14","GP263F",3,112,"Emily","less clean",61.55,45.49,29.07,4,"",2.6125,2,"orange",37.41,21.3,25.15,0.0343,592,NA,NA,NA,"2019-12-17","","09:57:00","10:12:00","10:59:00","12:55:00","","",""
"2019-09-14","GP275F",4,89,"Murray","",58.22,NA,NA,2,"5",1.1861,1,"orange",47.19,30.46,51.65,0.0365,589,NA,NA,NA,"","","10:20:00","10:58:00","","","","",""
"2019-09-14","GP275F",4,95,"Emily","",61.9,NA,NA,4,"4",2.2904,2,"orange",44.66,27.82,46.19,0.0349,613,NA,NA,NA,"2019-12-05","0019-12-13","10:35:00","11:14:00","","","","","oily"
"2019-09-14","GP279F",5,90,"Emily","",56.03,NA,NA,2,"4",1.5977,2,"orange",46.88,29.04,53.09,0.0333,586,NA,NA,NA,"","","09:56:00","10:12:00","","","","",""
"2019-09-19","GP330F",1,52,"Murray","",58.55,NA,NA,3,"4",1.8347,1,"orange",46,30.85,52.04,0.0376,645,NA,NA,NA,"","0019-12-17","13:13:00","14:01:00","","","","",""
"2019-09-19","GP330F",1,64,"Murray","",58.63,NA,NA,2,"6",1.6923,1,"orange",47.45,29.48,50.34,0.0339,588,NA,NA,NA,"","2019-12-18","13:31:00","14:15:00","","","","","oily & salt grains"
"2019-09-19","GP322F",6,33,"Emily","",56.94,NA,NA,4,"8",2.2297,2,"orange",40.71,25.24,38.45,0.0362,654,NA,NA,NA,"","2020-01-03","10:35:00","10:49:00","","","","",""
"2019-09-20","GP319F",1,14,"Emily & Murray","less clean",57.02,38.82,26.14,4,"",2.0901,2,"orange",38.87,29.6,37.41,0.0317,611,NA,NA,NA,"2019-12-18","","09:51:00","10:07:00","15:05:00","15:38:00","Bouin's Dried","",""
