"date","tow.id","tow.number","crab.number","sampler","process","carapace.width","abdomen.width","abdomen.height","shell.condition","egg.development","egg.weight","egg.colour","gonad.colour","egg.colour.L","egg.colour.a","egg.colour.b","egg.weight.sample","egg.count.sample","egg.weight.2","egg.weight.sample.2","egg.count.sample.2","date.measured","date.counting","start.time.counting","end.time.counting","rinse.start.time","rinse.end.time","comment.egg.development","comment.rinsing","comments.cleaning"
"2019-07-28","GP127F",8,213,"Murray","Min",50.02,35.21,23.94,3,"9",0.9709,2,"orange",37.48,27.53,36.07,0.0304,564,NA,NA,NA,"2021-03-08","2021-03-17","","","12:34:00","13:54:00","","",""
"2019-07-28","GP127F",8,214,"Murray & Katherine","Min",50.22,36.26,24.34,2,"6",1.0851,1,"orange",44.47,29.73,51.76,0.0311,544,NA,NA,NA,"2021-03-11","2021-03-26","","","09:23:00","12:44:00","","",""
"2019-07-28","GP113F",10,119,"Emily","",63.46,44.48,28.86,2,"4",2.3105,1,"orange",46.47,31.76,51.75,0.0302,515,NA,NA,NA,"2020-03-13","2021-03-18","","","10:28:00","13:26:00","","",""
"2019-07-29","GP084A2",1,86,"Emily & Murray","Min",56.83,38.56,25.84,2,"",1.3881,1,"orange",45.48,28.57,51.57,0.0314,567,NA,NA,NA,"2020-03-12","2021-01-04","","","10:09:00","11:26:00","Bouin's Dried","lots of loose eggs",""
"2019-07-29","GP068F",3,292,"Murray","Min",53.59,37.46,25.85,2,"NF",1.4716,1,"orange",46.61,29.47,53.65,0.0298,488,NA,NA,NA,"2021-03-18","2021-03-31","","","13:36:00","15:17:00","Not fertilized","",""
"2019-07-29","GP061F",7,149,"Murray","Min",61.44,40.83,29,2,"4",1.8708,1,"orange",45.37,30.77,48.15,0.0302,530,NA,NA,NA,"2021-03-19","2021-04-01","","","09:47:00","12:56:00","","",""
"2019-07-29","GP076F",8,93,"Katherine","Min",58.43,42.77,27.54,2,"4",1.663,1,"orange",46.51,29.22,50.42,0.0334,597,NA,NA,NA,"2012-03-24","2021-03-31","","","08:50:00","11:22:00","","",""
"2019-07-29","GP076F",8,96,"Murray","Min",56.47,41.03,27.84,3,"9",1.3506,2,"orange",35.91,25.76,34.23,0.0305,601,NA,NA,NA,"2021-03-10","2021-03-26","","","09:43:00","12:53:00","","",""
"2019-07-29","GP080A1",10,104,"Katherine","Min",63.74,43.63,30.48,2,"NF",1.8808,1,"orange",43.42,31.08,50.49,0.031,528,NA,NA,NA,"2012-03-24","2021-04-01","","","10:36:00","14:17:00","Not fertilized","",""
"2019-07-29","GP088F",11,116,"Emily & Murray","Min",56.78,39.55,25.28,2,"4",1.4132,1,"orange",42.59,30.24,47.7,0.0297,488,NA,NA,NA,"2020-03-06","2020-12-17","","","14:18:00","15:35:00","","",""
"2019-07-30","GP106F",1,211,"Murray","Min",61.86,46.34,28.21,2,"4",2.1406,1,"orange",42.51,30.96,47.71,0.03,508,NA,NA,NA,"2021-03-08","2021-03-17","","","12:04:00","13:37:00","","",""
"2019-07-30","GP105A2",4,166,"Murray","Min",54.04,40.3,25.63,4,"8",1.7958,2,"orange",38.38,27.8,36.23,0.0301,542,NA,NA,NA,"2021-03-11","2021-03-26","","","09:57:00","12:57:00","","",""
"2019-07-30","GP105A2",4,167,"Murray","Min",61.06,44.45,27.97,2,"NFB",1.9241,1,"orange",44.13,30.06,49.16,0.0297,480,NA,NA,NA,"2021-03-11","2021-03-31","","","14:03:00","14:52:00","big patches of stain; Not fertilized; Big patches of stain","",""
"2019-07-30","GP124F",5,92,"Emily","Min",54.76,36.84,24.76,3,"8",1.2258,2,"orange",35.79,24.18,31.93,0.0303,529,NA,NA,NA,"2020-03-13","2021-03-22","","","14:46:00","15:38:00","","",""
"2019-07-30","GP124F",5,93,"Murray & Katherine","Min",62.08,45.36,29.36,2,"4",2.3571,1,"orange",46.62,28.51,49.58,0.0324,527,NA,NA,NA,"2021-03-10","2021-03-26","","","11:25:00","13:06:00","","",""
"2019-07-30","GP097F",6,172,"Murray","Min",62.78,42.92,28.24,2,"6",1.9702,1,"orange",44.91,29.52,49.47,0.0328,549,NA,NA,NA,"2021-03-11","2021-03-31","","","14:07:00","14:55:00","","eggs spilled but picked up",""
"2019-07-30","GP079F",7,60,"Murray","Min",61.61,45.4,32.47,4,"9",2.2435,2,"orange",35.95,19.08,28.44,0.0302,486,NA,NA,NA,"2021-03-10","2021-03-26","","","14:42:00","15:15:00","","","parasites"
"2019-07-30","GP079F",7,128,"Katherine","Min",51.37,36.79,25.45,2,"9",0.9715,1,"orange",34.9,21.13,24.68,0.0306,571,NA,NA,NA,"2012-03-24","2021-04-01","","","09:13:00","11:31:00","","missing setae",""
"2019-07-30","GP090F",8,40,"Emily","Min",58.17,41.93,27.26,3,"NF",2.8525,2,"orange",42.95,28.4,44.76,0.0305,461,NA,NA,NA,"2020-03-13","2021-03-22","","","14:20:00","15:50:00","Not fertilized","","parasites"
"2019-07-30","GP067A1",10,240,"Murray","Min",69,48.18,31.55,2,"4",2.7047,1,"orange",45.68,28.2,48.81,0.028,444,NA,NA,NA,"2021-03-11","2021-03-31","","","10:10:00","13:01:00","","",""
"2019-07-30","GP066F",11,152,"Murray & Katherine","Min",62.36,43.41,29.71,2,"NF",2.2606,2,"orange",41.11,27.8,42.92,0.0301,537,NA,NA,NA,"2021-03-10","2021-03-26","","","14:15:00","15:10:00","Not fertilized","","parasites"
"2019-07-30","GP066F",11,163,"Murray","Min",58.64,41.21,27.58,3,"9",1.6178,2,"orange",37.06,22.34,30.46,0.0324,576,NA,NA,NA,"2021-03-11","2021-03-31","","","11:35:00","14:32:00","","",""
"2019-07-30","GP050F",12,343,"Murray","Min",58.96,42.17,27.98,2,"4",1.8979,1,"orange",44.76,29.98,49.06,0.0297,505,NA,NA,NA,"2021-03-19","2021-03-29","","","12:09:00","13:12:00","","",""
"2019-07-30","GP050F",12,365,"Murray","Min",52.7,37.09,23.69,3,"3",0.981,1,"beige",46.17,26.08,48.64,0.0305,602,NA,NA,NA,"2021-03-09","2021-03-26","","","11:17:00","14:55:00","","","parasites"
"2019-07-30","GP048F",13,309,"Emily","Min",53.3,39.11,23.55,2,"NF",0.9607,1,"orange",40.27,31.77,41.55,0.0302,584,NA,NA,NA,"2020-03-13","2021-03-17","","","10:43:00","14:01:00","Not fertilized","",""
"2019-07-31","GP025F",3,42,"Murray & Katherine","Min",57.63,40.38,26.98,2,"NF",1.6461,1,"orange",45.66,28.54,49.94,0.0304,472,NA,NA,NA,"2021-03-11","2021-03-26","","","09:45:00","12:54:00","Not fertilized","","parasites"
"2019-07-31","GP024F",6,66,"Katherine","Min",53.17,38.56,25.04,2,"4",1.1194,1,"orange",42.84,32.26,46.95,0.0336,617,NA,NA,NA,"2012-03-24","2021-04-01","","","09:22:00","11:35:00","","",""
"2019-07-31","GP016F",7,56,"Emily","Min",54.82,39.13,25.18,2,"",1.3484,1,"orange",43.3,29.13,46.78,0.0306,570,NA,NA,NA,"2020-03-13","2021-03-18","","","13:57:00","15:43:00","Bouin's dried","",""
"2019-07-31","GP023F",8,130,"Murray","Min",66.06,46.47,32.4,2,"6",2.4895,1,"orange",43.9,26.66,45.5,0.0276,457,NA,NA,NA,"2021-03-10","2021-03-26","","","11:57:00","13:14:00","","",""
"2019-07-31","GP023F",8,156,"Murray","Min",57.07,39.43,26.85,3,"NF",2.032,1,"orange",45.03,27.4,47.34,0.031,537,NA,NA,NA,"2021-03-11","2021-03-31","","","11:52:00","14:39:00","Not fertilized","",""
"2019-07-31","GP019F",9,69,"Murray","Min",52.34,37.21,25.35,2,"NF",1.0745,1,"orange",42.47,27.23,42.32,0.0309,533,NA,NA,NA,"2021-03-10","2021-03-26","","","11:42:00","13:10:00","Not fertilized","eggs compressed together","oily & very hard to clean"
"2019-07-31","GP018F",10,142,"Murray","Min",61.7,43.17,28.96,2,"4",1.8646,1,"orange",42.26,31.69,46.24,0.035,610,NA,NA,NA,"2021-03-11","2021-03-30","","","11:45:00","14:35:00","","",""
"2019-07-31","GP028F",11,34,"Emily","Min",60.15,44.66,27.32,3,"8",2.0381,2,"orange",36.53,24.91,35.76,0.0307,530,NA,NA,NA,"2020-03-13","2021-01-04","","","15:08:00","16:13:00","","",""
"2019-07-31","GP032F",12,36,"Murray","Min",66.52,45.51,32.46,4,"NF",3.805,1,"orange",44.85,24.06,44.54,0.0296,462,NA,NA,NA,"2021-03-19","2021-04-01","","","11:10:00","13:04:00","Not fertilized","","parasites"
"2019-07-31","GP032F",12,37,"Murray & Katherine","Min",55.24,36.73,25.86,2,"3",2.1858,1,"orange",45.63,29.15,47.51,0.0305,532,NA,NA,NA,"2021-03-10","2021-03-26","","","14:52:00","15:24:00","","",""
"2019-08-01","GP040F",5,12,"Katherine","Min",68.03,45.6,30.45,3,"NF",3.6919,1,"orange",45.89,24.63,47.39,0.0313,531,NA,NA,NA,"2012-03-24","2021-04-01","","","10:25:00","14:12:00","Not fertilized","",""
"2019-08-01","GP022F",6,16,"Katherine","Min",64.21,43.73,31.13,4,"10",3.4987,2,"orange",36.9,18.35,31.58,0.0303,479,NA,NA,NA,"2012-03-24","2021-04-01","","","10:52:00","14:18:00","","",""
"2019-08-01","GP022F",6,18,"Emily","Min",59.13,40.6,26.3,2,"4",1.6673,1,"orange",44.76,27.17,49.37,0.0303,527,NA,NA,NA,"2020-03-13","2021-03-17","","","10:32:00","13:58:00","","",""
"2019-08-01","GP052F",9,77,"Katherine","Min",61.44,45.09,31.72,4,"9",3.0719,2,"orange",33.79,20.84,22.54,0.0312,536,NA,NA,NA,"2012-03-24","2021-04-01","","","09:04:00","11:26:00","","","parasites"
"2019-08-01","GP052F",9,78,"Murray","Min",48.31,32.01,22.24,2,"NF",0.9697,1,"orange",47.45,31.42,51.1,0.0304,542,NA,NA,NA,"2021-03-19","2021-03-31","","","09:05:00","11:51:00","Not fertilized","",""
"2019-08-01","GP051F",10,46,"Katherine","Min",61.65,43.42,30.74,3,"3",2.9149,1,"orange",45.83,28.57,49.09,0.0285,466,NA,NA,NA,"2012-03-24","2021-03-30","","","09:29:00","11:40:00","division cellulaire","","parasites"
"2019-08-01","GP051F",10,68,"Murray","Min",56.18,39.64,25.95,2,"6",1.4722,1,"orange",42.89,27.91,44.95,0.0315,537,NA,NA,NA,"2021-03-11","2021-03-26","","","09:34:00","12:50:00","","",""
"2019-08-01","GP041F",11,25,"Murray","Min",66.35,47.39,31.55,4,"8",3.56,2,"orange",36.91,21.81,32.38,0.0289,490,NA,NA,NA,"2021-03-19","2021-04-01","","","11:22:00","13:06:00","","","very dirty & only cleaned 3/4"
"2019-08-01","GP031F",12,1,"Murray","Min",55.54,40.87,26.24,4,"NF",1.9,1,"orange",44,23.15,41.63,0.0309,505,NA,NA,NA,"2021-03-18","2021-03-31","","","14:00:00","15:25:00","Not fertilized","","parasites"
"2019-08-02","GP039F",1,144,"Murray","Min",66.13,47.9,33.84,4,"13",1.1121,3,"orange",23.23,1.84,3.29,0.0298,924,NA,NA,NA,"2021-03-09","2021-03-26","","","09:56:00","14:15:00","","",""
"2019-08-02","GP045F",2,57,"Murray","Min",63.3,44.33,31.33,2,"4",1.9962,1,"orange",41.67,24.95,41.42,0.0295,500,NA,NA,NA,"2021-03-18","2021-03-31","","","13:46:00","15:22:00","","",""
"2019-08-02","GP045F",2,58,"Murray","Min",71.29,50.15,33.24,3,"8",3.0745,2,"orange",35.11,24.35,29.2,0.0306,504,NA,NA,NA,"2021-03-10","2021-03-26","","","14:28:00","15:12:00","","lots of loose eggs","parasites"
"2019-08-02","GP053F",3,127,"Murray","Min",58.25,40.85,28.39,4,"NF",2.6185,1,"beige",40.52,22.28,34.89,0.0283,451,NA,NA,NA,"2021-03-19","2021-03-31","","","09:20:00","12:48:00","Not fertilized","","parasites"
"2019-08-02","GP053F",3,132,"Murray","Min",62.99,46.15,31.09,2,"4",1.963,1,"orange",39.57,25.04,39.03,0.0278,472,NA,NA,NA,"2021-03-19","2021-04-01","","","10:58:00","12:58:00","","","parasites"
"2019-08-07","GP008F",2,41,"Emily & Murray","Min",67.02,46.58,30.02,2,"5",2.7451,1,"orange",42.97,27.79,48.59,0.0325,485,2.7191,0.0327,501,"2020-02-21","","","","09:51:00","11:02:00","","",""
"2019-08-07","GP006F",3,17,"Emily & Murray","Min",63.1,45.75,30.49,4,"NF",2.9754,1,"beige",41.54,20.76,39.04,0.03,467,NA,NA,NA,"2020-02-21","","","","10:32:00","13:02:00","Not fertilized","lots of loose eggs","parasites"
"2019-08-07","GP002F",4,79,"Emily & Murray","Min",63.94,45.14,26.64,2,"4",2.9144,1,"beige",44.38,25.28,46.83,0.0301,506,2.8841,0.0303,523,"2020-02-21","","","","09:28:00","10:53:00","","","dropped"
"2019-08-08","GP001F",1,77,"Emily","Min",66.29,48.19,29.02,2,"4",2.4529,1,"orange",46.93,23.13,50.47,0.0304,518,NA,NA,NA,"2020-02-21","2020-03-09","","","10:41:00","13:05:00","","",""
"2019-08-08","GP003F",2,7,"Emily & Murray","Min",76.54,54.97,34.6,2,"7",4.0506,1,"orange",41.99,26.68,45.52,0.0321,546,4.0092,0.0304,527,"2020-02-14","","","","14:57:00","15:38:00","","",""
"2019-08-08","GP004F",3,33,"Emily","Min",70.25,49.17,31.57,2,"4",3.3538,1,"orange",40.24,25.68,37.57,0.031,495,3.3139,0.0317,511,"2020-02-21","","","","11:41:00","13:11:00","","",""
"2019-08-08","GP005F",4,429,"Emily","Min",71.53,51.29,31.58,3,"9",3.3425,2,"orange",40.31,20.3,32.35,0.0375,673,3.2979,0.0314,561,"2020-02-14","","","","11:19:00","13:56:00","","",""
"2019-08-08","GP007F",5,18,"Emily","Min",64.2,47.73,29.43,4,"9",3.3693,2,"orange",34.71,23.48,30.68,0.03,469,3.3164,0.0306,489,"2020-02-21","","","","09:22:00","10:53:00","","lots of loose eggs","parasites"
"2019-08-08","GP011F",6,19,"Emily","",57.26,39.34,27.28,2,"6",1.5975,2,"orange",39.82,22.65,41.73,0.0394,503,NA,NA,NA,"2020-02-14","2020-03-03","","","11:04:00","13:46:00","","","parasites"
"2019-08-08","GP011F",6,20,"Emily","Min",74.38,54.64,33.53,4,"4",5.097,2,"orange",43.03,25.65,40.78,0.0314,505,NA,NA,NA,"2020-02-21","2021-04-04","","","11:35:00","13:10:00","","lots of loose",""
"2019-08-08","GP010F",7,43,"Emily & Murray","Min",61.46,43.27,27.44,4,"8",2.7715,2,"orange",37.45,23.96,33.97,0.0329,498,2.7595,0.0327,506,"2020-02-14","","","","15:03:00","15:40:00","","",""
"2019-08-08","GP010F",7,77,"Emily","Min",59.5,40.26,27.01,2,"6",1.64,1,"orange",42,25.25,44.74,0.0294,500,1.6241,0.0295,492,"2020-02-21","","","","10:15:00","12:56:00","","",""
"2019-08-08","GP012F",8,51,"Emily","",67.12,49.08,30.4,3,"9",2.9198,2,"orange",35.47,19.08,26.88,0.0308,508,NA,NA,NA,"2020-02-14","2020-02-28","","","10:16:00","11:26:00","","lots of loose eggs",""
"2019-08-08","GP012F",8,55,"Emily","Min",66.54,45.93,30.31,2,"4",2.7575,1,"orange",43.9,26.33,46.72,0.03,466,2.7228,0.0291,473,"2020-02-21","","","","11:54:00","13:14:00","","lots of loose eggs","oily"
"2019-08-08","GP013F",9,16,"Emily","Min",70.74,49.06,32.36,4,"8",4.4145,2,"orange",36.59,22.16,28.77,0.0288,465,4.3533,0.0321,543,"2020-02-14","","","","15:17:00","16:02:00","","lots of loose eggs","parasites"
"2019-08-08","GP013F",9,34,"Emily","Min",62.21,44.23,28.64,2,"7",2.0783,1,"orange",40.33,24.72,41.05,0.0312,495,NA,NA,NA,"2020-02-14","","","","11:12:00","13:50:00","","",""
"2019-08-09","GP015F",1,18,"Emily & Murray","Min",74.39,50.51,35.33,4,"5",5.7071,1,"orange",49.55,21.08,43.28,0.0314,460,5.6458,0.0311,481,"2020-02-14","","","","15:10:00","15:42:00","","lots of loose eggs","oily & very dirty"
"2019-08-09","GP015F",1,26,"Emily & Murray","",62.42,44.05,28.16,2,"6",2.4033,1,"orange",43.56,25.49,44.65,0.0351,562,NA,NA,NA,"2020-02-14","","","","13:55:00","15:27:00","","","oily"
"2019-08-09","GP017F",2,37,"Emily","Min",58.67,43,26.52,2,"6",1.5628,2,"orange",39.84,24.05,40.93,0.0293,492,1.5472,0.0296,505,"2020-02-14","","","","14:02:00","15:27:00","","",""
"2019-08-09","GP017F",2,38,"Emily & Murray","",63.19,45.51,29.95,4,"5",3.2988,2,"orange",41.46,25,38.52,0.0298,493,NA,NA,NA,"2020-02-06","2020-03-03","","","15:03:00","15:40:00","","","parasites"
"2019-08-09","GP014A1",4,15,"Emily & Murray","Min",57.16,40.78,26.7,4,"9",1.7897,2,"orange",34.9,19.46,26.84,0.0324,643,1.7695,0.0309,645,"2020-02-14","","","","15:24:00","16:05:00","","lots of loose eggs & 1/2 of 1 pleopod missing","parasites"
"2019-08-09","GP020F",5,15,"Emily & Murray","",63.78,44.24,26.91,4,"8F",2.3547,1,"orange",43.27,24.29,43.78,0.0312,547,NA,NA,NA,"2020-02-06","2020-02-18","07:43:00","08:05:00","09:43:00","10:57:00","Fertilized but development not clear","","parasites"
"2019-08-09","GP021F",6,10,"Emily & Murray","Min",66.17,47.29,31.14,3,"4",3.8951,1,"orange",43.91,29.36,43.62,0.0315,523,3.8698,0.032,544,"2020-02-21","","","","11:48:00","13:13:00","","","parasites"
"2019-08-09","GP037F",7,54,"Emily & Murray","Min",63.27,43.23,27.39,3,"8",2.1626,2,"orange",36.14,26.32,29.57,0.031,520,2.1483,0.0308,529,"2020-02-21","","","","09:42:00","10:59:00","","lots of loose eggs",""
"2019-08-09","GP037F",7,69,"Emily & Murray","Min",66.64,47.32,29.36,2,"5",2.8225,1,"orange",45.78,30.27,50.73,0.0314,538,2.7858,0.031,538,"2020-02-14","","","","14:26:00","15:32:00","","",""
"2019-08-09","GP055F",8,5,"Emily & Murray","",58.82,41.06,26.78,4,"F",1.7171,2,"",NA,NA,NA,0.0312,483,NA,NA,NA,"2020-02-14","2020-02-25","13:39:00","13:57:00","09:58:00","11:23:00","Fertilized but development not clear","","parasites"
"2019-08-10","GP071F",3,93,"Emily","",55.3,38.92,25.15,2,"4",1.6672,2,"orange",40.68,23.81,37.27,0.0338,551,NA,NA,NA,"2020-02-06","2020-02-18","11:11:00","11:27:00","11:54:00","15:16:00","","missing setae","parasites"
"2019-08-10","GP029F",4,64,"Emily","",51.31,35.34,23.33,2,"4",1.1594,1,"orange",43.46,29.28,47.21,0.0311,551,NA,NA,NA,"2020-02-06","2020-02-18","10:55:00","11:09:00","09:56:00","11:01:00","","",""
"2019-08-10","GP058F",5,59,"Emily & Murray","",68.02,48.47,30.12,4,"6",4.3234,2,"orange",39.09,21.79,35.42,0.03,527,NA,NA,NA,"2020-02-14","2020-02-25","10:08:00","10:25:00","08:40:00","10:17:00","","lots of loose eggs","very dirty"
"2019-08-10","GP073F",8,7,"Murray","",77,54.69,34.29,4,"6",5.0082,2,"orange",42.12,26.64,42.23,0.0277,491,NA,NA,NA,"2020-02-06","2020-02-25","11:15:00","11:31:00","14:34:00","15:28:00","","",""
"2019-08-10","GP065F",9,5,"Emily","",57.71,41.92,26.56,3,"9",1.42,2,"orange",33.75,19.6,27.05,0.0331,593,NA,NA,NA,"2020-02-06","2020-02-18","10:27:00","10:38:00","10:12:00","11:03:00","","",""
"2019-08-11","GP033F",1,155,"Emily & Murray","",54.45,36.32,24.77,2,"5",1.2435,1,"orange",44.37,25.3,47.7,0.0292,576,NA,NA,NA,"2020-02-14","2020-02-25","09:42:00","09:59:00","09:12:00","10:23:00","","",""
"2019-08-11","GP038A1",4,230,"Emily & Murray","",65.68,46.75,27.14,2,"6",2.1311,1,"beige",44.58,28.22,48.35,0.0274,503,NA,NA,NA,"2020-02-14","2020-02-25","13:16:00","13:31:00","09:51:00","11:22:00","","",""
"2019-08-11","GP056F",5,17,"Emily & Murray","",73.06,49.93,32.65,3,"7",4.7214,2,"",NA,NA,NA,0.0313,588,NA,NA,NA,"2020-02-06","2020-03-03","","","14:22:00","15:26:00","","","parasites"
"2019-08-12","GP064F",3,37,"Murray","",61.59,45.07,28.75,3,"NF",2.7111,2,"orange",41.67,24.37,37.9,0.0304,578,NA,NA,NA,"2020-02-06","2020-02-25","11:41:00","11:58:00","14:47:00","15:30:00","Not fertilized","missing setae ","parasites"
"2019-08-14","GP086F",6,38,"Emily","",62.4,41.91,25.32,3,"8",2.4913,2,"orange",41.61,26.82,39.34,0.0317,573,NA,NA,NA,"2020-01-30","2020-02-11","09:00:00","09:16:00","14:36:00","15:13:00","","",""
"2019-08-14","GP089F",7,29,"Emily","",69.91,50.4,32.49,3,"8",3.0136,2,"orange",42.93,28.8,42.65,0.0297,508,2.9746,0.0294,506,"2020-02-21","","","","11:27:00","13:09:00","","",""
"2019-08-14","GP089F",7,30,"Emily","Min",54.31,37.6,24.1,2,"7",1.5808,1,"orange",42.96,25.15,39.68,0.0332,592,1.5658,0.0304,535,"2020-02-21","","","","10:21:00","13:00:00","","",""
"2019-08-15","GP138F",1,37,"Emily","",54.44,37.82,24,4,"8",1.845,2,"orange",38.5,24.6,34.94,0.0268,518,NA,NA,NA,"2020-02-06","2020-02-13","14:06:00","14:24:00","09:50:00","10:58:00","","","parasites"
"2019-08-15","GP165F",6,3,"Emily & Murray","Weighed before counting",NA,42.11,25.72,2,"",2.0103,1,"orange",43.76,29.19,42.11,0.0349,528,NA,NA,NA,"2020-01-30","2020-02-17","11:05:00","11:28:00","11:12:00","13:11:00","Bouin's Dried","",""
"2019-08-15","GP152F",7,54,"Emily","",57.9,42.08,26.46,2,"6",2.0427,1,"orange",43.48,32.52,46.16,0.035,550,NA,NA,NA,"2020-02-06","2020-02-17","13:09:00","13:26:00","09:16:00","10:53:00","","",""
"2019-08-15","GP152F",7,55,"Emily","",60.6,41.07,26.55,3,"4",2.25,1,"orange",42.81,30.08,47.92,0.0329,530,NA,NA,NA,"2020-01-30","2020-02-13","13:43:00","14:04:00","15:02:00","15:55:00","","","oily"
"2019-08-15","GP153F",8,26,"Emily","",60.93,42.64,27.25,4,"9",2.4431,2,"orange",35.83,26.1,33.39,0.0328,524,NA,NA,NA,"2020-02-06","2020-02-13","14:51:00","15:03:00","09:10:00","10:51:00","","","lost some residue/pleopod "
"2019-08-15","GP169F",9,65,"Emily","",61.63,44.17,27.91,2,"4",1.8884,1,"orange",42.52,31.45,47.75,0.034,546,NA,NA,NA,"2020-01-30","2020-02-17","11:36:00","11:53:00","13:59:00","15:08:00","","",""
"2019-08-15","GP180F",10,53,"Emily","",61.64,40.84,28.53,3,"4",3.3314,2,"orange",45.28,29.55,44.9,0.0308,500,NA,NA,NA,"2020-01-30","2020-02-17","13:30:00","13:47:00","13:53:00","15:06:00","","",""
"2019-08-15","GP180F",10,54,"Emily & Murray","",59.42,40.56,27.03,2,"6",1.8234,1,"orange",41.51,31.34,42.79,0.0364,583,NA,NA,NA,"2020-01-30","2020-02-17","14:31:00","14:55:00","14:13:00","15:11:00","","",""
"2019-08-16","GP221A3",4,178,"Emily","Min",63.92,47.9,28.08,2,"4",2.3717,1,"orange",45.19,28.34,51.44,0.0317,511,2.3492,0.0324,531,"2020-02-21","","","","09:34:00","10:58:00","","","oily"
"2019-08-16","GP221A3",4,187,"Emily & Murray","",63.88,45.8,29.83,3,"9",2.3178,2,"orange",41.32,24.81,33.92,0.0314,513,NA,NA,NA,"2020-02-06","2020-02-18","08:46:00","09:02:00","11:37:00","15:10:00","","","very dirty & salt grains"
"2019-08-22","GP191A1",2,145,"Emily","",59.29,42.44,27.65,4,"9",2.8981,2,"orange",37.65,24.22,31.08,0.0321,569,NA,NA,NA,"2020-02-14","","","","14:19:00","15:29:00","","lots of loose eggs",""
"2019-08-22","GP177F",3,116,"Emily & Murray","",63.02,48.01,31.42,4,"10",2.2517,2,"orange",35.73,21.09,29.92,0.0352,627,NA,NA,NA,"2020-02-06","2020-02-18","08:14:00","08:33:00","10:07:00","11:03:00","","lots of loose eggs","very dirty & membranes & parasites"
"2019-08-22","GP177F",3,414,"Emily","",56.11,38.52,25.46,2,"11",1.3703,2,"orange",36.55,25.84,32.65,0.0297,605,NA,NA,NA,"2020-01-30","2020-02-11","10:10:00","10:24:00","09:32:00","11:31:00","","",""
"2019-08-22","GP164F",4,277,"Emily & Murray","",62.84,42.5,27.76,2,"6",1.9335,2,"orange",42.43,31.48,49.04,0.0307,554,NA,NA,NA,"2020-02-14","2020-02-25","14:07:00","14:26:00","10:50:00","13:27:00","","","oily & membranes"
"2019-08-22","GP151F",5,123,"Murray","Weighed before counting",63.24,42.62,29.09,2,"5",2.1719,1,"orange",46.04,30.07,52.57,0.0376,571,NA,NA,NA,"2020-01-20","2020-01-31","13:36:00","14:03:00","10:43:00","12:51:00","","",""
"2019-08-23","GP126F",1,228,"Emily","",56.18,41.06,25.38,3,"8",1.5193,2,"orange",34.53,25.28,30.84,0.0379,647,NA,NA,NA,"2020-02-06","2020-02-18","11:28:00","11:41:00","11:46:00","15:12:00","","lots of loose eggs","parasites"
"2019-08-23","GP126F",1,229,"Emily","",60.03,39.46,23.37,2,"NF",1.9199,2,"orange",45.84,29.83,51.26,0.0305,520,NA,NA,NA,"2020-01-30","2020-02-11","09:35:00","09:55:00","08:52:00","10:02:00","Not fertilized","","oily"
"2019-08-23","GP114F",2,266,"Emily & Murray","",56.48,38.62,25.1,2,"4",1.5522,2,"orange",43.55,30.42,47.36,0.0293,515,NA,NA,NA,"2020-01-30","2020-02-17","13:53:00","14:20:00","14:08:00","15:09:00","","",""
"2019-08-23","GP114F",2,281,"Emily","",58.85,40.85,27.61,3,"9",1.8077,2,"orange",36.69,24.53,30.86,0.0334,593,NA,NA,NA,"2020-01-30","2020-02-11","10:25:00","10:40:00","11:07:00","13:10:00","","","salt grains"
"2019-08-23","GP075F",3,79,"Emily","Min",72.71,51.16,32.09,3,"5",4.4466,2,"orange",42.48,26.42,45.08,0.03,523,NA,NA,NA,"2020-02-21","2020-03-10","","","10:52:00","13:07:00","","","parasites"
"2019-08-23","GP075F",3,81,"Emily","",61.83,44.11,29.53,2,"8",1.9103,2,"orange",38.41,24.78,34.41,0.0319,579,NA,NA,NA,"2020-02-14","2020-03-03","","","08:50:00","10:18:00","","lots of loose eggs",""
"2019-08-23","GP101F",4,571,"Emily","",61.03,44.99,27.49,3,"9",2.1085,2,"orange",37.58,25.19,31.83,0.0345,616,NA,NA,NA,"2020-01-20","2020-02-03","13:08:00","13:24:00","13:49:00","15:06:00","","lots of loose eggs","salt grains"
"2019-08-23","GP101F",4,572,"Emily & Murray","",61.92,42.74,29.93,2,"4",2.1042,1,"orange",45.62,28.43,49.46,0.0301,547,NA,NA,NA,"2020-02-14","2020-02-25","08:30:00","08:55:00","09:08:00","10:21:00","","","salt grains"
"2019-08-23","GP082F",5,149,"Emily & Murray","Weighed before counting",56.69,41.55,23.88,4,"8",1.3228,2,"beige",35.57,19.97,31.95,0.0339,598,NA,NA,NA,"2020-01-30","2020-02-10","13:44:00","14:10:00","08:34:00","09:56:00","","","very dirty & membranes"
"2019-08-23","GP082F",5,151,"Emily","",53.34,37.88,24.25,2,"8",1.4519,2,"orange",39.57,25.84,39.86,0.0305,512,NA,NA,NA,"2020-02-14","2020-03-03","","","10:58:00","13:32:00","","missing 1 setae",""
"2019-08-23","GP060F",6,32,"Emily","",67.07,46,32.17,2,"4",2.9145,2,"orange",43.55,26.55,45.11,0.0313,546,NA,NA,NA,"2020-01-30","2020-02-13","14:27:00","14:47:00","14:58:00","15:54:00","","",""
