"date.sampled","start.time","date.measured","zone","location","vessel","sampler","latitude","longitude","depth","trap","crab.number","sex","shell.condition","carapace.width","chela.height","abdomen.width","egg.colour","eggs.remaining","gonad.colour","egg.details","missing.legs","maturity","barnacles","egg.colour.l","egg.colour.a","egg.colour.b","gonad.colour.l","gonad.colour.a","gonad.colour.b","hepato.colour.l","hepato.colour.a","hepato.colour.b","comment","crab.weight","gonad.weight","hepato.weight"
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,111,"F",4,73.62,NA,51.32,"dark orange",100,"orange","","**********","multiparous","1",45.54,27.37,27.68,54.56,27.07,38.49,44.82,"7.58",11.1,"",164.5,3.0781,9.4004
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,112,"F",4,59.8,NA,41.46,"dark orange",100,"light orange","","**********","multiparous","1",45.41,28.71,24.67,58.72,27.21,41.1,48.65,"8.37",21.4,"",91.3,1.8462,6.1447
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,113,"F",4,56.44,NA,37.8,"dark orange",100,"orange","No Sample Hystologie","**********","multiparous","1",49.61,29.18,32.83,54.57,29.67,41.56,45.5,"8.58",18.11,"",69.2,1.4061,3.5618
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,114,"F",4,71.32,NA,48.15,"dark orange",90,"orange","","**********","multiparous","3",41.36,22.43,17.86,55.54,32.16,44.83,41.62,"9.18",17.18,"",138.4,5.5028,9.4457
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,115,"F",4,70.41,NA,48.46,"dark orange",100,"orange","","**********","multiparous","3",43.49,21.65,24.12,54.49,31.07,45.12,47.28,"8.28",19.04,"",143.9,5.8096,8.0009
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,116,"F",4,77.78,NA,53.08,"dark orange",100,"orange","No More Spermatech","**********","multiparous","+",45.5,22.02,26.91,56.12,31.11,45.69,44.37,"8.04",9.62,"",213,9.2918,11.6548
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,117,"F",4,70.57,NA,48.46,"dark orange",100,"orange","No Develop Sample","**1*******","multiparous","7",44.38,21.82,20.96,53.19,36.65,45.57,45.94,"7.78",13.71,"",138.3,7.0805,7.2144
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,118,"F",4,69.29,NA,49.32,"dark orange",100,"orange","","1**1******","multiparous","",44.86,19.56,21.83,52.28,35.21,43.6,52.13,"6.67",19.79,"",152.9,7.173,9.1383
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,119,"F",4,79.19,NA,55.12,"dark orange",100,"orange","","**********","multiparous","",44.32,19.03,19.18,59.26,29.73,47.27,41.67,"9.34",7.49,"",207.6,8.7,11.317
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,120,"F",4,63.77,NA,45.22,"dark orange",90,"light orange","","**********","multiparous","",41.1,15.19,19.44,63.28,17.87,37.16,47.39,"6.67",11.44,"",115.1,2.6397,7.701
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,121,"F",4,68.63,NA,48.28,"dark orange",100,"orange","","*****1****","multiparous","",46.77,27.77,25,53.71,30.74,41.08,47.69,"9.44",18.3,"",133.1,2.8027,9.305
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,122,"F",4,64.58,NA,45.88,"dark orange",100,"orange","","*1**1*****","multiparous","1",44.17,21.37,27.27,57.57,31.31,48.46,45.86,"7.33",13.93,"",106.5,5.795,6.3652
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,123,"F",4,64.61,NA,45.81,"dark orange",100,"orange","","**********","multiparous","1",41.54,25.01,21.27,52.81,34.8,44.29,48.99,"7.64",16.52,"",127,5.8391,6.2216
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,124,"F",4,55.97,NA,41.92,"dark orange",100,"orange","","1********2","multiparous","",42.28,19.98,16.85,56.08,30.44,45.72,44.36,"7.61",14.08,"",85,3.7614,4.345
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,125,"F",4,58.93,NA,43.47,"dark orange",100,"light orange","","**********","multiparous","",45.77,23.2,23.55,54.91,21.16,35.92,50.84,"10.26",23.32,"",99,1.3996,4.168
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,126,"F",4,62.98,NA,43.79,"dark orange",100,"orange","","**1*******","multiparous","1",42.16,22.46,23.09,56.72,22.03,37.56,48.69,"9.59",25.44,"",96.1,5.0841,6.7735
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,127,"F",4,63.85,NA,44.53,"dark orange",100,"orange","","1*********","multiparous","",40.08,22.91,21.59,55.47,32.68,47.06,45.22,"7.79",16.62,"",126.6,5.7512,6.789
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,128,"F",4,59.96,NA,45.01,"dark orange",100,"orange","","**********","multiparous","",43.77,19.3,21.22,55.31,31.26,46.37,50.95,"7.42",16.9,"",103.6,5.3188,5.304
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,129,"F",4,59.33,NA,41.21,"dark orange",100,"light orange","","******1**1","multiparous","",42.94,22.34,26.3,57.44,23.11,39.74,42.96,"6.17",11.78,"",79.3,1.8156,6.0669
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,130,"F",4,64.2,NA,44.59,"dark orange",100,"light orange","","**7*******","multiparous","",43.17,18.76,18.96,62.18,20.5,43.15,42.28,"7.63",10.98,"",104.5,3.8484,6.1743
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,131,"F",4,56.2,NA,41.91,"dark orange",100,"orange","","**********","multiparous","1",40.23,22.83,17.55,54.54,33.53,47.2,50.21,"8.81",16.11,"",78.5,4.617,4.9611
"2018-08-13","10:00","2018-08-14",19,"14 Miles off Cheticamp","CCGS Perley","ALLAIN/MORIYASU/LANDRY/CORMIER",NA,NA,"",NA,132,"F",4,56.16,NA,39.86,"dark orange",100,"orange","Eggs fixed in Davidson's","****1*****","multiparous","",42.85,22.92,19.68,52.04,31.06,41.26,51.83,"8.25",25.09,"",84.1,4.5484,4.5525
